Nome_Municipio,UF,Taxa_Alfabetizacao,Pop_Alfabetizada,Populacao_Total,Vulnerabilidade_Real,Vulnerabilidade_Prevista,Score_Previsao,Previsao_Correta,prop_15_19,prop_20_24,prop_25_34,prop_35_44,prop_45_54,prop_55_64,prop_65_mais,prop_brancos,prop_pretos,prop_pardos,prop_amarelos,prop_indigenas,prop_homens,prop_mulheres
Altônia,PR,92.76,14319,15437,Média,Média,1.0,True,0.07637494331800221,0.07132214808576796,0.15436937228736153,0.1672604780721643,0.16907430200168427,0.16343849193496146,0.19816026430005831,0.5882619679989636,0.03692427285094254,0.3693075079354797,0.004534559823799961,0.0009716913908142774,0.48467966573816157,0.5153203342618384
Mimoso do Sul,ES,90.67,18408,20302,Média,Média,1.0,True,0.076741207762782,0.0763471579154763,0.16141266870259088,0.18224805437887892,0.16505762979016847,0.1657472170229534,0.17244606442715005,0.4493645946212196,0.1287065313762191,0.420451187075165,0.0006403310018717368,0.0008373559255245789,0.5023642990838341,0.4976357009161659
Pajeú do Piauí,PI,76.64,1916,2500,Média,Média,1.0,True,0.088,0.084,0.1308,0.1732,0.1884,0.152,0.1836,0.1708,0.096,0.7332,0.0,0.0,0.5236,0.4764
Redenção,CE,83.0,17745,21379,Média,Média,1.0,True,0.09565461434117592,0.10323214369240843,0.19551896721081435,0.18059778287104167,0.15412320501426632,0.12736797792226015,0.14350530894803312,0.15286028345572758,0.06431544974039946,0.7815613452453342,0.000280649235230834,0.000982272323307919,0.48145376303849574,0.5185462369615043
Igaraçu do Tietê,SP,94.19,17848,18948,Média,Média,1.0,True,0.08080008444162973,0.08011399620012666,0.1736331011188516,0.19838505383153895,0.17928013510660756,0.16080852860460207,0.12697910069664345,0.5664977834072198,0.08148617268313278,0.349852227147984,0.0014249525015832805,0.0007388642600802195,0.49356132573358663,0.5064386742664133
Limoeiro de Anadia,AL,73.78,13963,18924,Média,Média,1.0,True,0.11519763263580639,0.10600295920524203,0.19884802367364193,0.19853096596913972,0.142570281124498,0.11646586345381527,0.1223842739378567,0.30342422320862394,0.07767913760304375,0.6153033185373071,0.0030120481927710845,0.0005812724582540689,0.4843584865778905,0.5156415134221095
Fátima do Sul,MS,92.38,15545,16828,Média,Média,1.0,True,0.07808414547183266,0.07760874732588544,0.1762538626099358,0.16924173995721417,0.1667458996909912,0.15872355597813168,0.17334204896600902,0.44645828381269315,0.0694675540765391,0.4739125267411457,0.009507962918944617,0.0006536724506774423,0.47854765866413124,0.5214523413358688
Ibiraiaras,RS,95.48,5431,5688,Média,Média,1.0,True,0.07366385372714486,0.08227848101265822,0.1571729957805907,0.15242616033755274,0.16824894514767932,0.16508438818565402,0.2011251758087201,0.7623066104078763,0.017756680731364275,0.16719409282700423,0.00035161744022503517,0.05239099859353024,0.4971870604781997,0.5028129395218003
Ariranha do Ivaí,PR,85.37,1640,1921,Média,Média,1.0,True,0.06975533576262363,0.06663196251952108,0.13638729828214471,0.17595002602811036,0.17126496616345654,0.1790733992712129,0.20093701197293076,0.5830296720458095,0.048932847475273294,0.3623112961998959,0.003643935450286309,0.002082248828735034,0.5007808433107757,0.49921915668922434
Centenário,RS,97.82,2289,2340,Média,Baixa,1.0,False,0.06196581196581197,0.05982905982905983,0.11581196581196582,0.15256410256410258,0.18076923076923077,0.1858974358974359,0.24316239316239316,0.9598290598290599,0.013247863247863248,0.026495726495726495,0.0,0.00042735042735042735,0.5162393162393163,0.48376068376068376
Salvador,BA,96.55,1942470,2011950,Baixa,Baixa,1.0,True,0.07471706553343771,0.08781381247048883,0.17299038246477297,0.21698451750789036,0.1741037302119834,0.13950744302790824,0.13388304878351848,0.1671557444270484,0.34571982405129353,0.48402843012997343,0.0011287556847834192,0.001967245706901265,0.44569149332736896,0.554308506672631
Córrego do Ouro,GO,90.98,1896,2084,Média,Média,1.0,True,0.07005758157389635,0.05854126679462572,0.1281190019193858,0.14779270633397312,0.20441458733205375,0.16986564299424184,0.22120921305182342,0.41938579654510555,0.05182341650671785,0.5283109404990403,0.0004798464491362764,0.0,0.5038387715930902,0.4961612284069098
Carmésia,MG,89.06,1791,2011,Média,Média,1.0,True,0.09945300845350571,0.08453505718547986,0.16310293386374938,0.1616111387369468,0.16757831924415714,0.15216310293386376,0.17155643958229735,0.26006961710591747,0.10542018896071606,0.5002486325211337,0.001989060169070114,0.13227250124316262,0.49925410243659873,0.5007458975634013
Mâncio Lima,AC,84.27,11408,13538,Média,Média,1.0,True,0.14418673363864679,0.13702171664943122,0.2140641158221303,0.20527404343329886,0.13192495198699955,0.0844290146254986,0.08309942384399469,0.1466243167380706,0.0766730684000591,0.6763185108583247,0.0022898507903678536,0.09809425321317772,0.5098980647067514,0.49010193529324864
Pau dos Ferros,RN,87.04,21601,24817,Média,Média,1.0,True,0.08671475198452673,0.10311480033847766,0.20115243583027764,0.20099125599387516,0.1581577144699198,0.12237579078857234,0.12749325059435065,0.5121892251279365,0.10222831123826409,0.38493774428818955,0.0003223596728049321,0.0003223596728049321,0.4782205746061168,0.5217794253938832
Santa Terezinha,PE,80.58,6417,7964,Média,Média,1.0,True,0.11012054244098443,0.09316926167754896,0.18458061275740834,0.1844550477147162,0.14741336012054243,0.13221998995479659,0.148041185334003,0.3893771973882471,0.06993972877950778,0.538422903063787,0.0015067805123053742,0.0007533902561526871,0.4826720241084882,0.5173279758915118
Itajobi,SP,95.56,13485,14112,Média,Média,1.0,True,0.07667233560090703,0.08815192743764172,0.17672902494331066,0.1782171201814059,0.15738378684807255,0.14058956916099774,0.1822562358276644,0.7267573696145124,0.03755668934240363,0.23270975056689341,0.00248015873015873,0.000496031746031746,0.4961734693877551,0.5038265306122449
Manhuaçu,MG,94.88,69331,73071,Média,Média,1.0,True,0.09325176882757866,0.10492534658072286,0.19843713648369393,0.1974517934611542,0.1554104911661261,0.12329104569528267,0.12723241778544156,0.41573264359321754,0.10257147158243353,0.4809979335167166,0.00042424491248238013,0.0002737063951499227,0.4851309000834805,0.5148690999165195
Sucupira do Norte,MA,80.06,6203,7748,Média,Média,1.0,True,0.12054723799690242,0.10596282911719153,0.18933918430562727,0.17978833247289625,0.13797108931337118,0.13177594217862673,0.1346153846153846,0.22612287041817244,0.13074341765616934,0.6406814661848219,0.0015487867836861124,0.0009034589571502323,0.5086473928755808,0.4913526071244192
Alto Longá,PI,71.75,7869,10968,Média,Média,1.0,True,0.09080962800875274,0.08378920495988329,0.16566374908825673,0.18663384390955506,0.15818745441283735,0.14843180160466812,0.16648431801604668,0.1911013858497447,0.12727935813274982,0.6804339897884756,0.0010029175784099199,0.00018234865061998541,0.5040116703136397,0.4959883296863603
Novo Aripuanã,AM,87.97,14795,16819,Média,Média,1.0,True,0.1524466377311374,0.1406147809025507,0.22456745347523635,0.1815208989832927,0.12812890183720793,0.08894702419882276,0.08377430287175218,0.1280694452702301,0.06516439740769368,0.790058862001308,0.0003567394018669362,0.016350555918901243,0.523812355074618,0.476187644925382
Ivaí,PR,93.89,9762,10397,Média,Média,1.0,True,0.09723958834279119,0.09387323266326825,0.18409156487448303,0.1914975473694335,0.16110416466288352,0.13667404058863133,0.1355198614985092,0.7028950658843898,0.03626045974800423,0.26026738482254497,0.00028854477253053765,0.00028854477253053765,0.5131287871501394,0.4868712128498605
Santa Leopoldina,ES,90.2,9685,10737,Média,Média,1.0,True,0.07786160007450871,0.07683710533668622,0.1550712489522213,0.18198751979137562,0.17723758964328956,0.16447797336313683,0.1665269628387818,0.5643103287696749,0.0700381857129552,0.36472012666480397,0.0003725435410263575,0.0005588153115395362,0.5243550339945982,0.4756449660054019
Camaragibe,PE,92.34,110354,119510,Média,Média,1.0,True,0.08560789892059242,0.09134800435110033,0.18010208350765627,0.20408334030625053,0.18421889381641704,0.1306752573006443,0.12396452179733913,0.311973893398042,0.14060748054556105,0.5437787632834072,0.0015479876160990713,0.0020918751568906368,0.4601288595096645,0.5398711404903356
Eldorado,SP,92.38,9348,10119,Média,Média,1.0,True,0.10089929834963929,0.08706393912441941,0.170570214448068,0.18361498171756102,0.16236782290740193,0.13291827255657673,0.16256547089633364,0.36485818756794147,0.13746417630200614,0.4857199327996838,0.0045459037454293905,0.007411799584939223,0.4991599960470402,0.5008400039529598
Teodoro Sampaio,BA,84.62,5008,5918,Média,Média,1.0,True,0.10256843528218992,0.08634673876309563,0.16441365326123691,0.18469077391010477,0.17370733355863469,0.13433592429874958,0.1539371409259885,0.04494761743832376,0.34842852314971273,0.6064548834065563,0.00016897600540723216,0.0,0.4768502872592092,0.5231497127407908
Salinópolis,PA,91.71,31696,34560,Média,Média,1.0,True,0.11325231481481482,0.11354166666666667,0.2119212962962963,0.2091435185185185,0.1521701388888889,0.10063657407407407,0.09933449074074074,0.15902777777777777,0.055324074074074074,0.7831307870370371,0.000925925925925926,0.001591435185185185,0.5026909722222223,0.4973090277777778
Caririaçu,CE,76.89,15678,20391,Média,Média,1.0,True,0.1063704575548036,0.10367318915207689,0.18978961306458733,0.18267863273012602,0.1462409886714727,0.11887597469471826,0.1523711441322152,0.26550929331567846,0.05840812122995439,0.6730910695895248,0.0022068559658672943,0.000784659898975038,0.4840861164239125,0.5159138835760875
Coimbra,MG,92.83,5617,6051,Média,Média,1.0,True,0.07552470666005619,0.08891092381424558,0.14989257973888614,0.1812923483721699,0.16228722525202446,0.15782515286729465,0.18426706329532308,0.5045447033548174,0.1072549991736903,0.38671294000991574,0.0011568335812262437,0.0003305238803503553,0.5020657742521897,0.49793422574781027
Guaribas,PI,73.39,2391,3258,Média,Média,1.0,True,0.13075506445672191,0.10282381829343155,0.20503376304481277,0.2203806015960712,0.12860650705954574,0.10650705954573358,0.10589318600368323,0.2176181706568447,0.06476365868631062,0.7173112338858195,0.0003069367710251688,0.0,0.5058317986494782,0.4941682013505218
Palmitos,SC,95.75,12392,12942,Média,Média,1.0,True,0.06513676402410756,0.07355895533920569,0.16527584608252202,0.1756297326533766,0.16689847009735745,0.16040797403801577,0.19309225776541492,0.8469324679338588,0.014989955184670067,0.13707309534847784,0.0005408746716118065,0.0004636068613815484,0.49420491423273066,0.5057950857672694
Rosário da Limeira,MG,89.83,3550,3952,Média,Média,1.0,True,0.08198380566801619,0.07869433198380567,0.1715587044534413,0.18243927125506074,0.16396761133603238,0.14954453441295545,0.17181174089068826,0.4549595141700405,0.057186234817813764,0.48785425101214575,0.0,0.0,0.49898785425101216,0.5010121457489879
São Joaquim,SC,95.43,19738,20684,Média,Média,1.0,True,0.08460645909882035,0.0913266292786695,0.1904370527944305,0.18125120866370142,0.1652968478050667,0.15055115064784375,0.1365306517114678,0.6149197447302263,0.059466254109456586,0.3190872171726939,0.006188358151228002,0.0003384258363952814,0.5058499323148328,0.4941500676851673
Massapê do Piauí,PI,65.7,2833,4312,Alta,Alta,1.0,True,0.10783858998144713,0.08951762523191095,0.15514842300556586,0.20315398886827457,0.1519016697588126,0.12592764378478663,0.16651205936920221,0.24791280148423006,0.1683673469387755,0.5781539888682746,0.00023191094619666049,0.005333951762523191,0.5055658627087198,0.49443413729128016
Tapauá,AM,79.19,10667,13470,Média,Média,1.0,True,0.155456570155902,0.14120267260579064,0.23125463994060877,0.20438010393466963,0.11581291759465479,0.07906458797327394,0.07282850779510022,0.12516703786191538,0.06473645137342242,0.6967334818114328,0.00014847809948032666,0.11321455085374907,0.529101707498144,0.470898292501856
Mateiros,TO,83.19,1687,2028,Média,Média,1.0,True,0.1257396449704142,0.133629191321499,0.21400394477317555,0.20907297830374755,0.14250493096646943,0.09911242603550297,0.07593688362919132,0.15729783037475345,0.2588757396449704,0.5838264299802761,0.0,0.0,0.5285996055226825,0.4714003944773176
Jaguaripe,BA,80.83,11406,14111,Média,Média,1.0,True,0.10360711501665368,0.09226844305860676,0.1805683509318971,0.2096945645241301,0.16462334349089364,0.1221741903479555,0.12706399262986323,0.08362270569059599,0.3758061087095174,0.5395081851038197,0.00014173339947558643,0.0009212670965913117,0.4988306994543264,0.5011693005456735
Glória,BA,78.22,9356,11961,Média,Média,1.0,True,0.09112950422205501,0.08970821837638994,0.18886380737396538,0.2077585486163364,0.16135774600785888,0.12457152412005686,0.13661065128333752,0.23175319789315274,0.07599699021820917,0.5692667837137363,0.0005852353482150321,0.12239779282668674,0.48465847337179163,0.5153415266282083
Gentil,RS,95.17,1339,1407,Média,Média,1.0,True,0.06965174129353234,0.09026297085998579,0.1656005685856432,0.1656005685856432,0.16062544420753375,0.14712153518123666,0.20113717128642503,0.7192608386638237,0.031982942430703626,0.17839374555792467,0.0,0.07036247334754797,0.501776830135039,0.4982231698649609
Pindoba,AL,76.64,1660,2166,Média,Média,1.0,True,0.10803324099722991,0.11126500461680518,0.15789473684210525,0.1948291782086796,0.1657433056325023,0.1348107109879963,0.12742382271468145,0.2839335180055402,0.15143120960295475,0.5646352723915051,0.0,0.0,0.494921514312096,0.5050784856879039
Divisa Nova,MG,91.15,4317,4736,Média,Média,1.0,True,0.08910472972972973,0.09121621621621621,0.17546452702702703,0.16617398648648649,0.16596283783783783,0.14421452702702703,0.16786317567567569,0.519214527027027,0.0698902027027027,0.41047297297297297,0.0004222972972972973,0.0,0.5139358108108109,0.4860641891891892
Capitão Poço,PA,81.77,35152,42987,Média,Média,1.0,True,0.12105985530509224,0.11391816130458045,0.2231372275339056,0.19892060390350572,0.14697466675971804,0.102263475004071,0.09372601018912695,0.14120548072673134,0.06020424779584525,0.796496615255775,0.0008607253355665666,0.0012329308860818387,0.5042454695605648,0.4957545304394352
Divina Pastora,SE,82.65,2682,3245,Média,Média,1.0,True,0.11278890600924499,0.10816640986132511,0.18428351309707242,0.2027734976887519,0.1768875192604006,0.10909090909090909,0.10600924499229585,0.13836671802773498,0.31309707241910634,0.5476117103235747,0.0006163328197226503,0.0003081664098613251,0.48012326656394455,0.5198767334360554
Brejo,MA,76.82,19586,25497,Média,Média,1.0,True,0.14182060634584462,0.11358199003804369,0.18335490449856845,0.20123936149350904,0.13107424402870926,0.10216888261364082,0.12676001098168413,0.13742793269796447,0.1259363846727066,0.7336941600972663,0.0007844060085500255,0.0021571165235125703,0.49962740714593873,0.5003725928540612
Areia Branca,SE,81.2,11509,14174,Média,Média,1.0,True,0.10914350218710314,0.11492874276844928,0.2096091435021871,0.20057852405813462,0.1537321856921123,0.10759136447015663,0.10441653732185692,0.1808240440242698,0.17680259630309017,0.6404684633836603,0.0004938620008466206,0.0014110342881332016,0.5034570340059263,0.49654296599407366
Macapá,AP,95.1,313882,330052,Baixa,Média,1.0,False,0.11822985468956407,0.12753141929150558,0.22977894392398773,0.20761576963629974,0.14936737241404385,0.09249754584126138,0.07497909420333766,0.22284064329257208,0.14055966938543019,0.6327608982826949,0.0013028250093924593,0.002535964029910438,0.48223613248821395,0.517763867511786
Apiacá,ES,90.43,5370,5938,Média,Média,1.0,True,0.0786460087571573,0.07881441562815762,0.16251263051532502,0.18019535197036038,0.16268103738632536,0.14954530144829908,0.18760525429437522,0.403502862916807,0.16773324351633548,0.4242169080498484,0.0030313236780060626,0.0015156618390030313,0.48450656786796903,0.515493432132031
Perdões,MG,94.76,16761,17688,Média,Média,1.0,True,0.07383536861148801,0.08497286295793759,0.17786069651741293,0.1819877883310719,0.15920398009950248,0.14614427860696516,0.17599502487562188,0.505427408412483,0.14263907734056988,0.3513681592039801,0.00028267752148349165,0.00028267752148349165,0.4910673903211217,0.5089326096788783
Umari,CE,76.24,4278,5611,Média,Média,1.0,True,0.0958830867937979,0.09018000356442701,0.16218142933523436,0.188201746569239,0.14917127071823205,0.13705221885581892,0.17733024416325074,0.3092140438424523,0.10550703974336126,0.5840313669577616,0.0010693281055070398,0.00017822135091783995,0.4991980039208697,0.5008019960791302
Formoso do Araguaia,TO,89.84,13152,14639,Média,Média,1.0,True,0.10827242297971174,0.09413211284923834,0.17651478926156158,0.19427556527085182,0.17296263405970352,0.12903886877518955,0.12480360680374343,0.21169478789534804,0.11114147141198169,0.6132932577361841,0.000614796092629278,0.06325568686385682,0.5179998633786461,0.48200013662135394
Lagarto,SE,81.56,65930,80837,Média,Média,1.0,True,0.09597090441258335,0.10505090490740626,0.19791679552680086,0.19257270804210944,0.15956801959498745,0.12258000668010935,0.12634066083600332,0.2611675346685305,0.10230463772777318,0.6347217239630367,0.0006432697898239668,0.0011628338508356323,0.4761433501985477,0.5238566498014523
Oiapoque,AP,93.63,17662,18864,Média,Média,1.0,True,0.145568278201866,0.13952502120441052,0.24162425784563188,0.19751908396946566,0.1388888888888889,0.08677905004240882,0.050095419847328244,0.14164546225614927,0.10819550466497031,0.507580576759966,0.0006361323155216285,0.24194232400339272,0.5124575911789653,0.4875424088210348
São João da Canabrava,PI,75.21,2612,3473,Média,Média,1.0,True,0.09732219982723869,0.08119781169018139,0.13676936366253958,0.18283904405413187,0.1641232363950475,0.15606104232651885,0.18168730204434208,0.30837892312122084,0.05902677800172761,0.6314425568672617,0.0008638065073423554,0.00028793550244745177,0.48862654765332564,0.5113734523466743
Davinópolis,GO,91.83,1438,1566,Média,Média,1.0,True,0.08045977011494253,0.06066411238825032,0.14878671775223498,0.18199233716475097,0.1698595146871009,0.16219667943805874,0.19604086845466157,0.4425287356321839,0.04853128991060025,0.5076628352490421,0.0,0.001277139208173691,0.49744572158365263,0.5025542784163474
São José do Rio Preto,SP,97.84,391294,399944,Baixa,Baixa,1.0,True,0.06935470965935231,0.08457684075770608,0.1877912907807093,0.1989428519992799,0.16186266077250816,0.14106724941491808,0.1564043966155262,0.677479847178605,0.06220120816914368,0.2503925549576941,0.009213789930590282,0.0007125997639669554,0.4704533634708859,0.529546636529114
Tabuleiro do Norte,CE,81.17,20286,24991,Média,Média,1.0,True,0.08082909847545117,0.09171301668600697,0.1791044776119403,0.18162538513864993,0.17854427593933817,0.14025049017646352,0.14793325597214999,0.4005842103157137,0.05081829458605098,0.5475571205634028,0.0007602736985314713,0.00028010083630106836,0.4712896642791405,0.5287103357208595
Maceió,AL,91.58,700042,764423,Média,Média,1.0,True,0.0915527136153674,0.10412297903124318,0.19941838484713306,0.19932550433464194,0.16854673394180972,0.1250577232762489,0.11197596095355582,0.3322021969511645,0.12143669146532744,0.5416111236841382,0.0024384404969499873,0.0023115474024198645,0.45450097655355737,0.5454990234464426
Desterro de Entre Rios,MG,90.58,5795,6398,Média,Média,1.0,True,0.06877149109096593,0.07392935292278838,0.15739293529227882,0.17067833698030635,0.17474210690840888,0.1705220381369178,0.18396373866833385,0.6434823382306971,0.04876523913723038,0.3049390434510785,0.001875586120662707,0.0009377930603313535,0.5123476086276961,0.4876523913723038
Iperó,SP,95.97,27891,29061,Média,Média,1.0,True,0.08378927084408658,0.09621141736347683,0.2167509720931833,0.2098688964591721,0.15505316403427274,0.12590757372423522,0.11241870548157325,0.5529747771928013,0.07845566222772789,0.36550703692233577,0.002408726471903926,0.0006537971852310656,0.5428581260108049,0.45714187398919515
Porteirinha,MG,83.54,25430,30441,Média,Média,1.0,True,0.08311159291744687,0.08225748168588418,0.17548700765415065,0.2000919812095529,0.158996090798594,0.14046844716008017,0.15958739857429124,0.27200157682073517,0.09966821063696987,0.6266876909431359,0.0007884103675963339,0.0008541112315626951,0.49058835123681876,0.5094116487631812
Tupiratins,TO,84.89,1247,1469,Média,Média,1.0,True,0.09598366235534377,0.07896528250510551,0.14431586113002043,0.17903335602450646,0.17699115044247787,0.16541865214431586,0.1592920353982301,0.179714091218516,0.10483321987746766,0.7052416609938734,0.005445881552076242,0.004765146358066712,0.5166780122532335,0.4833219877467665
Assis,SP,97.38,81699,83896,Baixa,Baixa,1.0,True,0.07230380471059407,0.08267378659292457,0.17806570039096023,0.19097453990655097,0.16551444645751884,0.14953037093544388,0.16093735100600745,0.7034185181653476,0.04649804519881758,0.24290788595403834,0.006341184323448079,0.0008343663583484313,0.47481405549728234,0.5251859445027176
Ibicuitinga,CE,75.63,7046,9316,Média,Média,1.0,True,0.09177758694718763,0.08726921425504508,0.19300128810648348,0.19954916273078574,0.1559682267067411,0.12784456848432804,0.14458995276942893,0.30141691713181623,0.0476599398883641,0.6484542722198369,0.0018248175182481751,0.0006440532417346501,0.5103048518677544,0.4896951481322456
Bela Cruz,CE,80.62,20717,25696,Média,Média,1.0,True,0.0949953300124533,0.09402241594022416,0.1920143212951432,0.20976027397260275,0.16446139476961394,0.11211861768368618,0.13262764632627647,0.21563667496886674,0.08351494396014944,0.699252801992528,0.0006615815691158157,0.0009339975093399751,0.5019069115815691,0.49809308841843086
Barbosa,SP,92.55,4214,4553,Média,Média,1.0,True,0.08609707884911047,0.08543817263342851,0.17834394904458598,0.16538546013617395,0.1609927520316275,0.1533055128486712,0.17043707445640238,0.4814408082582912,0.08741489128047442,0.424774873709642,0.0059301559411377115,0.0004392708104546453,0.48188007906874586,0.5181199209312541
Cajazeiras do Piauí,PI,80.96,2007,2479,Média,Média,1.0,True,0.10972166196046793,0.09116579265832997,0.1843485276321097,0.19322307382008874,0.14804356595401372,0.11173860427591771,0.1617587736990722,0.056070996369503835,0.19887051230334812,0.7450584913271481,0.0,0.0,0.5058491327148044,0.49415086728519564
Teixeira Soares,PR,95.57,7272,7609,Média,Média,1.0,True,0.09948744907346563,0.09133920357471416,0.18714679984229202,0.17742147456958865,0.16375344986200552,0.14955973189643842,0.1312918911814956,0.6774871862268367,0.024444736496254435,0.29622815087396503,0.0011828098304639244,0.000657116572479958,0.5076882638980155,0.4923117361019845
Vespasiano,MG,96.42,98605,102264,Baixa,Baixa,1.0,True,0.0898850035203004,0.10488539466478917,0.21668426816866151,0.2176816866150356,0.16446647891731206,0.1133732300711883,0.09302393804271297,0.2497848705311742,0.20045177188453414,0.547504498161621,0.0012907768129547055,0.0009680826097160291,0.47683446765235077,0.5231655323476492
Esperança do Sul,RS,93.54,2505,2678,Média,Média,1.0,True,0.060866318147871544,0.06534727408513816,0.12359970126960418,0.14376400298730396,0.14339058999253174,0.2087378640776699,0.2542942494398805,0.8741598207617625,0.020537714712471993,0.1053024645257655,0.0,0.0,0.4977595220313667,0.5022404779686334
Vera Cruz do Oeste,PR,90.4,6047,6689,Média,Média,1.0,True,0.07594558229929735,0.08132755269846016,0.16220660786365676,0.15951562266407535,0.16938256839587382,0.1713260577066826,0.18029600837195395,0.5417850201823889,0.04455075497084766,0.4054417700702646,0.007773957243235162,0.00044849753326356705,0.48063985648078933,0.5193601435192107
Icapuí,CE,81.95,13996,17078,Média,Média,1.0,True,0.0948003279072491,0.08472889097083967,0.19346527696451576,0.2147792481555217,0.16623726431666472,0.11956903618690713,0.1264199554983019,0.3167232697037124,0.10493031970956787,0.5766483194753484,0.0013467619159152125,0.0003513291954561424,0.49929734160908773,0.5007026583909123
Anhanguera,GO,97.15,751,773,Baixa,Média,1.0,False,0.0724450194049159,0.06727037516170763,0.13454075032341525,0.16946959896507116,0.16946959896507116,0.17464424320827943,0.21216041397153945,0.3829236739974127,0.0944372574385511,0.5200517464424321,0.00258732212160414,0.0,0.49547218628719275,0.5045278137128072
Carira,SE,74.83,11756,15710,Média,Média,1.0,True,0.10120942075111394,0.09669000636537238,0.186950986632718,0.18192234245703373,0.1611075747931254,0.12495225970719287,0.14716740929344366,0.28746021642266073,0.06148949713558243,0.6495862507956716,0.0005728835136855506,0.0008911521323997453,0.4843411839592616,0.5156588160407384
Novo Cabrais,RS,94.73,2857,3016,Média,Média,1.0,True,0.0643236074270557,0.059018567639257294,0.13892572944297082,0.17108753315649866,0.16445623342175067,0.1836870026525199,0.21850132625994695,0.8819628647214854,0.0629973474801061,0.054045092838196286,0.0003315649867374005,0.000663129973474801,0.4970159151193634,0.5029840848806366
Três Cachoeiras,RS,96.74,8701,8994,Média,Média,1.0,True,0.0701578830331332,0.0790527018012008,0.17478318879252835,0.17089170558149877,0.1593284411830109,0.17178118745830553,0.17400489215032244,0.9185012230375806,0.015454747609517457,0.06359795419168335,0.0020013342228152103,0.00044474093840338,0.5017789637536135,0.4982210362463865
Apuarema,BA,76.12,4173,5482,Média,Média,1.0,True,0.10434148121123678,0.0910251732944181,0.16563298066399124,0.19226559649762862,0.14374315943086466,0.1373586282378694,0.16563298066399124,0.1829624224735498,0.2451659978110179,0.5643925574607808,0.0007296607077708865,0.0067493615468807,0.5003648303538855,0.49963516964611454
Girau do Ponciano,AL,69.77,19104,27383,Média,Média,1.0,True,0.11715297812511412,0.11591133184822701,0.20505423072709345,0.1900449183800168,0.14231457473615017,0.10959354343936019,0.11992842274403827,0.21666727531680238,0.06518642953657379,0.7162107877150057,0.001205127268743381,0.0007303801628747764,0.5018442099112588,0.49815579008874117
Cesário Lange,SP,95.54,14727,15415,Média,Média,1.0,True,0.08121959130716834,0.09620499513460914,0.1972753811222835,0.20220564385338954,0.1540058384690237,0.13065196237431073,0.13843658773921505,0.7240350308141421,0.03503081414206941,0.23678235484917287,0.0035679532922478106,0.0005838469023678235,0.513655530327603,0.48634446967239703
Tianguá,CE,83.25,51804,62228,Média,Média,1.0,True,0.10403676801439866,0.11788905315934949,0.23163206273703157,0.19952432988365365,0.13982451629491546,0.10270296329626534,0.10439030661438581,0.2603490390178055,0.04520473098926528,0.6918429003021148,0.0017676929999357203,0.0008356366908787041,0.49088834608214954,0.5091116539178505
Santa Quitéria,CE,78.87,25315,32098,Média,Média,1.0,True,0.09795002803913017,0.09723347249049785,0.1869275344258209,0.17524456352420711,0.15346750576359897,0.13197083930462958,0.15720605645211538,0.2329740170727148,0.06489500903483084,0.7000747710137704,0.0007165555486323135,0.0013396473300517167,0.4947037198579351,0.505296280142065
Goianinha,RN,84.51,17167,20314,Média,Média,1.0,True,0.1129762725214138,0.11076105149158216,0.21315349020380034,0.19813921433494142,0.1530471595943684,0.11115486856355224,0.10076794329034164,0.28738800827015853,0.1030816185881658,0.5927439204489514,0.0021167667618391256,0.014669685930885103,0.48587181254307377,0.5141281874569262
Fazenda Rio Grande,PR,97.37,110188,113159,Baixa,Baixa,1.0,True,0.09958553893194531,0.10329713058616637,0.2413683401231895,0.2280066101679937,0.15609894042895395,0.10187435378538164,0.06976908597636954,0.5809524651154571,0.0681960780848187,0.34657428927438383,0.0027218338797621046,0.0015553336455783454,0.4830194681819387,0.5169805318180614
Avaí,SP,93.86,3381,3602,Média,Média,1.0,True,0.08162132148806218,0.0830094392004442,0.1787895613548029,0.17573570238756248,0.16546363131593558,0.15602443087173792,0.15935591338145474,0.5233203775680177,0.04886174347584675,0.2848417545807885,0.00555247084952804,0.13742365352581898,0.5002776235424764,0.4997223764575236
Ibertioga,MG,89.01,3840,4314,Média,Média,1.0,True,0.08368103847936949,0.0737134909596662,0.15438108484005564,0.17408437644877145,0.1743161798794622,0.16318961520630507,0.17663421418636996,0.5064904960593417,0.07695873898933704,0.4142327306444135,0.0016226240148354196,0.0006954102920723226,0.49327770050996755,0.5067222994900324
Brasileira,PI,75.24,5078,6749,Média,Média,1.0,True,0.09260631204622907,0.09393984293969478,0.1832864128018966,0.19988146392058082,0.15231886205363757,0.12712994517706327,0.15083716106089792,0.18876870647503333,0.07023262705586013,0.7380352644836272,0.00044451029782189953,0.0025188916876574307,0.5015557860423766,0.49844421395762334
Piracuruca,PI,76.74,17543,22861,Média,Média,1.0,True,0.09614627531604042,0.09828966361926425,0.20550282139888892,0.18874939853899655,0.1529679366606885,0.12239184637592407,0.13595205809019728,0.25550063426796726,0.07055684353265386,0.6707493110537597,0.0023183587769563885,0.0008748523686627882,0.48746773981890557,0.5125322601810944
Braga,RS,91.23,2435,2669,Média,Média,1.0,True,0.08654926938928438,0.07643312101910828,0.13600599475458974,0.16185837392281754,0.1566129636568003,0.18021730985387785,0.20232296740352193,0.6388160359685275,0.030723117272386663,0.32821281378793554,0.0003746721618583739,0.0018733608092918695,0.502060696890221,0.49793930310977896
