id_municipio,nome_municipio,uf,regiao
5000,Florestal,MG,Sudeste
1080,Formiga,MG,Sudeste
245,Formoso,MG,Sudeste
1533,Fortaleza de Minas,MG,Sudeste
3235,Fortuna de Minas,MG,Sudeste
4663,Francisco Badaró,MG,Sudeste
813,Francisco Dumont,MG,Sudeste
2860,Francisco Sá,MG,Sudeste
3030,Franciscópolis,MG,Sudeste
3762,Frei Gaspar,MG,Sudeste
3281,Frei Inocêncio,MG,Sudeste
544,Frei Lagonegro,MG,Sudeste
2442,Fronteira,MG,Sudeste
3878,Fronteira dos Vales,MG,Sudeste
5477,Fruta de Leite,MG,Sudeste
2218,Frutal,MG,Sudeste
408,Funilândia,MG,Sudeste
4377,Galiléia,MG,Sudeste
163,Gameleiras,MG,Sudeste
1392,Glaucilândia,MG,Sudeste
5473,Goiabeira,MG,Sudeste
248,Goianá,MG,Sudeste
3049,Gonzaga,MG,Sudeste
3323,Gonçalves,MG,Sudeste
1050,Gouveia,MG,Sudeste
5271,Governador Valadares,MG,Sudeste
5264,Grupiara,MG,Sudeste
2118,Grão Mogol,MG,Sudeste
3994,Guanhães,MG,Sudeste
3364,Guapé,MG,Sudeste
2120,Guaraciaba,MG,Sudeste
4657,Guaraciama,MG,Sudeste
3095,Guarani,MG,Sudeste
3691,Guaranésia,MG,Sudeste
1421,Guarará,MG,Sudeste
2427,Guarda-Mor,MG,Sudeste
4111,Guaxupé,MG,Sudeste
1334,Guidoval,MG,Sudeste
1652,Guimarânia,MG,Sudeste
5347,Guiricema,MG,Sudeste
372,Gurinhatã,MG,Sudeste
4685,Heliodora,MG,Sudeste
3472,Iapu,MG,Sudeste
4010,Ibertioga,MG,Sudeste
1452,Ibiaí,MG,Sudeste
4219,Ibiracatu,MG,Sudeste
4734,Ibiraci,MG,Sudeste
1403,Ibirité,MG,Sudeste
3634,Ibitiúra de Minas,MG,Sudeste
2009,Ibituruna,MG,Sudeste
2757,Ibiá,MG,Sudeste
3776,Icaraí de Minas,MG,Sudeste
3656,Igarapé,MG,Sudeste
5217,Igaratinga,MG,Sudeste
733,Iguatama,MG,Sudeste
3945,Ijaci,MG,Sudeste
1862,Ilicínea,MG,Sudeste
4764,Imbé de Minas,MG,Sudeste
3786,Inconfidentes,MG,Sudeste
4278,Indaiabira,MG,Sudeste
2431,Indianópolis,MG,Sudeste
4337,Ingaí,MG,Sudeste
812,Inhapim,MG,Sudeste
1048,Inhaúma,MG,Sudeste
5440,Inimutaba,MG,Sudeste
3038,Ipaba,MG,Sudeste
5391,Ipanema,MG,Sudeste
1417,Ipatinga,MG,Sudeste
4236,Ipiaçu,MG,Sudeste
1431,Ipuiúna,MG,Sudeste
4916,Iraí de Minas,MG,Sudeste
3651,Itabira,MG,Sudeste
1466,Itabirinha,MG,Sudeste
2565,Itabirito,MG,Sudeste
5328,Itacambira,MG,Sudeste
2423,Itacarambi,MG,Sudeste
1993,Itaguara,MG,Sudeste
3488,Itaipé,MG,Sudeste
1770,Itajubá,MG,Sudeste
3078,Itamarandiba,MG,Sudeste
3795,Itamarati de Minas,MG,Sudeste
5155,Itambacuri,MG,Sudeste
2751,Itambé do Mato Dentro,MG,Sudeste
4037,Itamogi,MG,Sudeste
2290,Itamonte,MG,Sudeste
3772,Itanhandu,MG,Sudeste
5218,Itanhomi,MG,Sudeste
130,Itaobim,MG,Sudeste
5452,Itapagipe,MG,Sudeste
1828,Itapecerica,MG,Sudeste
3500,Itapeva,MG,Sudeste
996,Itatiaiuçu,MG,Sudeste
940,Itaverava,MG,Sudeste
56,Itaú de Minas,MG,Sudeste
761,Itaúna,MG,Sudeste
1424,Itinga,MG,Sudeste
1900,Itueta,MG,Sudeste
2903,Ituiutaba,MG,Sudeste
2208,Itumirim,MG,Sudeste
1352,Iturama,MG,Sudeste
2351,Itutinga,MG,Sudeste
5126,Jaboticatubas,MG,Sudeste
1390,Jacinto,MG,Sudeste
3563,Jacutinga,MG,Sudeste
4402,Jacuí,MG,Sudeste
3263,Jaguaraçu,MG,Sudeste
4532,Jampruca,MG,Sudeste
1107,Janaúba,MG,Sudeste
4699,Januária,MG,Sudeste
5499,Japaraíba,MG,Sudeste
5518,Japonvar,MG,Sudeste
774,Jaíba,MG,Sudeste
2142,Jeceaba,MG,Sudeste
2624,Jenipapo de Minas,MG,Sudeste
4986,Jequeri,MG,Sudeste
4505,Jequitaí,MG,Sudeste
1267,Jequitibá,MG,Sudeste
2589,Jequitinhonha,MG,Sudeste
3499,Jesuânia,MG,Sudeste
4593,Joanésia,MG,Sudeste
4164,Joaquim Felício,MG,Sudeste
3133,Joaíma,MG,Sudeste
3597,Jordânia,MG,Sudeste
704,Josenópolis,MG,Sudeste
4295,José Gonçalves de Minas,MG,Sudeste
2010,José Raydan,MG,Sudeste
2591,João Monlevade,MG,Sudeste
2835,João Pinheiro,MG,Sudeste
1361,Juatuba,MG,Sudeste
4794,Juiz de Fora,MG,Sudeste
4046,Juramento,MG,Sudeste
1721,Juruaia,MG,Sudeste
4646,Juvenília,MG,Sudeste
3758,Ladainha,MG,Sudeste
2790,Lagamar,MG,Sudeste
2592,Lagoa Dourada,MG,Sudeste
551,Lagoa Formosa,MG,Sudeste
5039,Lagoa Grande,MG,Sudeste
3880,Lagoa Santa,MG,Sudeste
4342,Lagoa da Prata,MG,Sudeste
5415,Lagoa dos Patos,MG,Sudeste
2343,Lajinha,MG,Sudeste
1788,Lambari,MG,Sudeste
4930,Lamim,MG,Sudeste
2490,Laranjal,MG,Sudeste
1645,Lassance,MG,Sudeste
4820,Lavras,MG,Sudeste
3726,Leandro Ferreira,MG,Sudeste
1049,Leme do Prado,MG,Sudeste
4305,Leopoldina,MG,Sudeste
1637,Liberdade,MG,Sudeste
2626,Lima Duarte,MG,Sudeste
560,Limeira do Oeste,MG,Sudeste
3481,Lontra,MG,Sudeste
2212,Luisburgo,MG,Sudeste
1307,Luislândia,MG,Sudeste
407,Luminárias,MG,Sudeste
4186,Luz,MG,Sudeste
568,Machacalis,MG,Sudeste
1944,Machado,MG,Sudeste
4336,Madre de Deus de Minas,MG,Sudeste
636,Malacacheta,MG,Sudeste
1697,Mamonas,MG,Sudeste
4376,Manga,MG,Sudeste
3310,Manhuaçu,MG,Sudeste
4674,Manhumirim,MG,Sudeste
305,Mantena,MG,Sudeste
3514,Mar de Espanha,MG,Sudeste
4937,Maravilhas,MG,Sudeste
1742,Maria da Fé,MG,Sudeste
1725,Mariana,MG,Sudeste
4960,Marilac,MG,Sudeste
1058,Maripá de Minas,MG,Sudeste
506,Marliéria,MG,Sudeste
4595,Marmelópolis,MG,Sudeste
2092,Martinho Campos,MG,Sudeste
3479,Martins Soares,MG,Sudeste
4590,Mata Verde,MG,Sudeste
1259,Materlândia,MG,Sudeste
2544,Mateus Leme,MG,Sudeste
2688,Mathias Lobato,MG,Sudeste
1709,Matias Barbosa,MG,Sudeste
2366,Matias Cardoso,MG,Sudeste
3925,Matipó,MG,Sudeste
3578,Mato Verde,MG,Sudeste
1720,Matozinhos,MG,Sudeste
3566,Matutina,MG,Sudeste
683,Medeiros,MG,Sudeste
3462,Medina,MG,Sudeste
2438,Mendes Pimentel,MG,Sudeste
1580,Mercês,MG,Sudeste
4112,Mesquita,MG,Sudeste
1442,Minas Novas,MG,Sudeste
3728,Minduri,MG,Sudeste
2815,Mirabela,MG,Sudeste
2927,Miradouro,MG,Sudeste
3893,Miravânia,MG,Sudeste
5323,Miraí,MG,Sudeste
4420,Moeda,MG,Sudeste
2496,Moema,MG,Sudeste
4924,Monjolos,MG,Sudeste
3456,Monsenhor Paulo,MG,Sudeste
952,Montalvânia,MG,Sudeste
4607,Monte Alegre de Minas,MG,Sudeste
4567,Monte Azul,MG,Sudeste
3016,Monte Belo,MG,Sudeste
3622,Monte Carmelo,MG,Sudeste
4684,Monte Formoso,MG,Sudeste
4021,Monte Santo de Minas,MG,Sudeste
1289,Monte Sião,MG,Sudeste
1097,Montes Claros,MG,Sudeste
1519,Montezuma,MG,Sudeste
4599,Morada Nova de Minas,MG,Sudeste
5296,Morro da Garça,MG,Sudeste
2250,Morro do Pilar,MG,Sudeste
2881,Munhoz,MG,Sudeste
2378,Muriaé,MG,Sudeste
5172,Mutum,MG,Sudeste
3282,Muzambinho,MG,Sudeste
472,Mário Campos,MG,Sudeste
4644,Nacip Raydan,MG,Sudeste
4090,Nanuque,MG,Sudeste
3302,Naque,MG,Sudeste
4873,Natalândia,MG,Sudeste
222,Natércia,MG,Sudeste
3342,Nazareno,MG,Sudeste
4678,Nepomuceno,MG,Sudeste
876,Ninheira,MG,Sudeste
2810,Nova Belém,MG,Sudeste
4773,Nova Era,MG,Sudeste
1192,Nova Lima,MG,Sudeste
3637,Nova Módica,MG,Sudeste
4909,Nova Ponte,MG,Sudeste
978,Nova Porteirinha,MG,Sudeste
361,Nova Resende,MG,Sudeste
3188,Nova Serrana,MG,Sudeste
4155,Nova União,MG,Sudeste
5115,Novo Cruzeiro,MG,Sudeste
3140,Novo Oriente de Minas,MG,Sudeste
3248,Novorizonte,MG,Sudeste
1305,Olaria,MG,Sudeste
3957,Olhos-d'Água,MG,Sudeste
3964,Oliveira,MG,Sudeste
3120,Oliveira Fortes,MG,Sudeste
4919,Olímpio Noronha,MG,Sudeste
2417,Onça de Pitangui,MG,Sudeste
4423,Oratórios,MG,Sudeste
1455,Orizânia,MG,Sudeste
1955,Ouro Branco,MG,Sudeste
1387,Ouro Fino,MG,Sudeste
814,Ouro Preto,MG,Sudeste
3336,Ouro Verde de Minas,MG,Sudeste
3892,Padre Carvalho,MG,Sudeste
1769,Padre Paraíso,MG,Sudeste
4551,Pai Pedro,MG,Sudeste
482,Paineiras,MG,Sudeste
4484,Pains,MG,Sudeste
2014,Paiva,MG,Sudeste
1612,Palma,MG,Sudeste
3385,Palmópolis,MG,Sudeste
3692,Papagaios,MG,Sudeste
554,Paracatu,MG,Sudeste
3343,Paraguaçu,MG,Sudeste
4054,Paraisópolis,MG,Sudeste
1690,Paraopeba,MG,Sudeste
951,Pará de Minas,MG,Sudeste
5392,Passa Quatro,MG,Sudeste
2295,Passa Tempo,MG,Sudeste
5407,Passa-Vinte,MG,Sudeste
4921,Passabém,MG,Sudeste
308,Passos,MG,Sudeste
686,Patis,MG,Sudeste
858,Patos de Minas,MG,Sudeste
695,Patrocínio,MG,Sudeste
1180,Patrocínio do Muriaé,MG,Sudeste
3943,Paula Cândido,MG,Sudeste
4616,Paulistas,MG,Sudeste
1454,Pavão,MG,Sudeste
4261,Pedra Azul,MG,Sudeste
3318,Pedra Bonita,MG,Sudeste
5570,Pedra Dourada,MG,Sudeste
3461,Pedra do Anta,MG,Sudeste
114,Pedra do Indaiá,MG,Sudeste
720,Pedralva,MG,Sudeste
1224,Pedras de Maria da Cruz,MG,Sudeste
5299,Pedrinópolis,MG,Sudeste
2732,Pedro Leopoldo,MG,Sudeste
918,Pedro Teixeira,MG,Sudeste
1819,Pequeri,MG,Sudeste
3020,Pequi,MG,Sudeste
3962,Perdigão,MG,Sudeste
1826,Perdizes,MG,Sudeste
635,Perdões,MG,Sudeste
2943,Periquito,MG,Sudeste
1328,Pescador,MG,Sudeste
4323,Peçanha,MG,Sudeste
2024,Piau,MG,Sudeste
4893,Piedade de Caratinga,MG,Sudeste
5502,Piedade de Ponte Nova,MG,Sudeste
4412,Piedade do Rio Grande,MG,Sudeste
697,Piedade dos Gerais,MG,Sudeste
3527,Pimenta,MG,Sudeste
1850,Pingo-d'Água,MG,Sudeste
1514,Pintópolis,MG,Sudeste
2483,Piracema,MG,Sudeste
4837,Pirajuba,MG,Sudeste
3067,Piranga,MG,Sudeste
2222,Piranguinho,MG,Sudeste
2945,Piranguçu,MG,Sudeste
2436,Pirapetinga,MG,Sudeste
2920,Pirapora,MG,Sudeste
1461,Piraúba,MG,Sudeste
1227,Pitangui,MG,Sudeste
4704,Piumhi,MG,Sudeste
4435,Planura,MG,Sudeste
4421,Pocrane,MG,Sudeste
4327,Pompéu,MG,Sudeste
2753,Ponte Nova,MG,Sudeste
1056,Ponto Chique,MG,Sudeste
4320,Ponto dos Volantes,MG,Sudeste
2320,Porteirinha,MG,Sudeste
2176,Porto Firme,MG,Sudeste
1010,Poté,MG,Sudeste
882,Pouso Alegre,MG,Sudeste
2013,Pouso Alto,MG,Sudeste
1146,Poço Fundo,MG,Sudeste
2251,Poços de Caldas,MG,Sudeste
4822,Prados,MG,Sudeste
3838,Prata,MG,Sudeste
3277,Pratinha,MG,Sudeste
2896,Pratápolis,MG,Sudeste
2016,Presidente Bernardes,MG,Sudeste
4689,Presidente Juscelino,MG,Sudeste
2813,Presidente Kubitschek,MG,Sudeste
2086,Presidente Olegário,MG,Sudeste
3826,Prudente de Morais,MG,Sudeste
3611,Quartel Geral,MG,Sudeste
1666,Queluzito,MG,Sudeste
5303,Raposos,MG,Sudeste
2794,Raul Soares,MG,Sudeste
2089,Recreio,MG,Sudeste
488,Reduto,MG,Sudeste
825,Resende Costa,MG,Sudeste
837,Resplendor,MG,Sudeste
2530,Ressaquinha,MG,Sudeste
4122,Riachinho,MG,Sudeste
1244,Riacho dos Machados,MG,Sudeste
3195,Ribeirão Vermelho,MG,Sudeste
3474,Ribeirão das Neves,MG,Sudeste
1991,Rio Acima,MG,Sudeste
727,Rio Casca,MG,Sudeste
3875,Rio Doce,MG,Sudeste
4472,Rio Espera,MG,Sudeste
5214,Rio Manso,MG,Sudeste
2102,Rio Novo,MG,Sudeste
1397,Rio Paranaíba,MG,Sudeste
743,Rio Pardo de Minas,MG,Sudeste
5130,Rio Piracicaba,MG,Sudeste
606,Rio Pomba,MG,Sudeste
405,Rio Preto,MG,Sudeste
3052,Rio Vermelho,MG,Sudeste
1702,Rio do Prado,MG,Sudeste
2750,Ritápolis,MG,Sudeste
3761,Rochedo de Minas,MG,Sudeste
4987,Rodeiro,MG,Sudeste
3308,Romaria,MG,Sudeste
5211,Rosário da Limeira,MG,Sudeste
1018,Rubelita,MG,Sudeste
4622,Rubim,MG,Sudeste
286,Sabará,MG,Sudeste
3654,Sabinópolis,MG,Sudeste
3268,Sacramento,MG,Sudeste
1732,Salinas,MG,Sudeste
378,Salto da Divisa,MG,Sudeste
4183,Santa Bárbara,MG,Sudeste
2738,Santa Bárbara do Leste,MG,Sudeste
4901,Santa Bárbara do Monte Verde,MG,Sudeste
4184,Santa Bárbara do Tugúrio,MG,Sudeste
2448,Santa Cruz de Minas,MG,Sudeste
5144,Santa Cruz de Salinas,MG,Sudeste
5524,Santa Cruz do Escalvado,MG,Sudeste
4413,Santa Efigênia de Minas,MG,Sudeste
2110,Santa Fé de Minas,MG,Sudeste
608,Santa Helena de Minas,MG,Sudeste
3433,Santa Juliana,MG,Sudeste
5036,Santa Luzia,MG,Sudeste
3817,Santa Margarida,MG,Sudeste
3197,Santa Maria de Itabira,MG,Sudeste
1114,Santa Maria do Salto,MG,Sudeste
3356,Santa Maria do Suaçuí,MG,Sudeste
4083,Santa Rita de Caldas,MG,Sudeste
90,Santa Rita de Ibitipoca,MG,Sudeste
4562,Santa Rita de Jacutinga,MG,Sudeste
2482,Santa Rita de Minas,MG,Sudeste
2863,Santa Rita do Itueto,MG,Sudeste
2967,Santa Rita do Sapucaí,MG,Sudeste
880,Santa Rosa da Serra,MG,Sudeste
4620,Santa Vitória,MG,Sudeste
2701,Santana da Vargem,MG,Sudeste
3207,Santana de Cataguases,MG,Sudeste
2517,Santana de Pirapama,MG,Sudeste
3954,Santana do Deserto,MG,Sudeste
3738,Santana do Garambéu,MG,Sudeste
2909,Santana do Jacaré,MG,Sudeste
5333,Santana do Manhuaçu,MG,Sudeste
529,Santana do Paraíso,MG,Sudeste
5464,Santana do Riacho,MG,Sudeste
5428,Santana dos Montes,MG,Sudeste
5197,Santo Antônio do Amparo,MG,Sudeste
507,Santo Antônio do Aventureiro,MG,Sudeste
1926,Santo Antônio do Grama,MG,Sudeste
1707,Santo Antônio do Itambé,MG,Sudeste
1535,Santo Antônio do Jacinto,MG,Sudeste
531,Santo Antônio do Monte,MG,Sudeste
4990,Santo Antônio do Retiro,MG,Sudeste
5255,Santo Antônio do Rio Abaixo,MG,Sudeste
1668,Santo Hipólito,MG,Sudeste
2844,Santos Dumont,MG,Sudeste
1120,Sapucaí-Mirim,MG,Sudeste
4758,Sardoá,MG,Sudeste
187,Sarzedo,MG,Sudeste
1117,Sem-Peixe,MG,Sudeste
4191,Senador Amaral,MG,Sudeste
1839,Senador Cortes,MG,Sudeste
3518,Senador Firmino,MG,Sudeste
1099,Senador José Bento,MG,Sudeste
4708,Senador Modestino Gonçalves,MG,Sudeste
3595,Senhora de Oliveira,MG,Sudeste
1419,Senhora do Porto,MG,Sudeste
2139,Senhora dos Remédios,MG,Sudeste
5139,Sericita,MG,Sudeste
2696,Seritinga,MG,Sudeste
4941,Serra Azul de Minas,MG,Sudeste
4361,Serra da Saudade,MG,Sudeste
3520,Serra do Salitre,MG,Sudeste
4071,Serra dos Aimorés,MG,Sudeste
180,Serrania,MG,Sudeste
2368,Serranos,MG,Sudeste
926,Serranópolis de Minas,MG,Sudeste
3040,Serro,MG,Sudeste
2985,Sete Lagoas,MG,Sudeste
2468,Setubinha,MG,Sudeste
1302,Silveirânia,MG,Sudeste
2887,Silvianópolis,MG,Sudeste
4661,Simonésia,MG,Sudeste
5427,Simão Pereira,MG,Sudeste
2709,Sobrália,MG,Sudeste
5242,Soledade de Minas,MG,Sudeste
1014,São Bento Abade,MG,Sudeste
3780,São Brás do Suaçuí,MG,Sudeste
2659,São Domingos das Dores,MG,Sudeste
3591,São Domingos do Prata,MG,Sudeste
2000,São Francisco,MG,Sudeste
5231,São Francisco de Paula,MG,Sudeste
3306,São Francisco de Sales,MG,Sudeste
717,São Francisco do Glória,MG,Sudeste
1815,São Félix de Minas,MG,Sudeste
2518,São Geraldo,MG,Sudeste
4947,São Geraldo da Piedade,MG,Sudeste
3763,São Geraldo do Baixio,MG,Sudeste
5056,São Gonçalo do Abaeté,MG,Sudeste
3623,São Gonçalo do Pará,MG,Sudeste
2830,São Gonçalo do Rio Abaixo,MG,Sudeste
2761,São Gonçalo do Rio Preto,MG,Sudeste
5432,São Gonçalo do Sapucaí,MG,Sudeste
4739,São Gotardo,MG,Sudeste
2191,São Joaquim de Bicas,MG,Sudeste
586,São José da Barra,MG,Sudeste
3033,São José da Lapa,MG,Sudeste
136,São José da Safira,MG,Sudeste
5032,São José da Varginha,MG,Sudeste
5553,São José do Alegre,MG,Sudeste
5077,São José do Divino,MG,Sudeste
1736,São José do Goiabal,MG,Sudeste
5223,São José do Jacuri,MG,Sudeste
4126,São José do Mantimento,MG,Sudeste
5387,São João Batista do Glória,MG,Sudeste
3736,São João Evangelista,MG,Sudeste
273,São João Nepomuceno,MG,Sudeste
5087,São João da Lagoa,MG,Sudeste
2890,São João da Mata,MG,Sudeste
15,São João da Ponte,MG,Sudeste
894,São João das Missões,MG,Sudeste
4791,São João del Rei,MG,Sudeste
5092,São João do Manhuaçu,MG,Sudeste
3362,São João do Manteninha,MG,Sudeste
1373,São João do Oriente,MG,Sudeste
5360,São João do Pacuí,MG,Sudeste
3334,São João do Paraíso,MG,Sudeste
4473,São Lourenço,MG,Sudeste
860,São Miguel do Anta,MG,Sudeste
2123,São Pedro da União,MG,Sudeste
945,São Pedro do Suaçuí,MG,Sudeste
2852,São Pedro dos Ferros,MG,Sudeste
1428,São Romão,MG,Sudeste
1003,São Roque de Minas,MG,Sudeste
4157,São Sebastião da Bela Vista,MG,Sudeste
2117,São Sebastião da Vargem Alegre,MG,Sudeste
13,São Sebastião do Anta,MG,Sudeste
417,São Sebastião do Maranhão,MG,Sudeste
295,São Sebastião do Oeste,MG,Sudeste
1041,São Sebastião do Paraíso,MG,Sudeste
3109,São Sebastião do Rio Preto,MG,Sudeste
573,São Sebastião do Rio Verde,MG,Sudeste
1663,São Thomé das Letras,MG,Sudeste
376,São Tiago,MG,Sudeste
4319,São Tomás de Aquino,MG,Sudeste
3329,São Vicente de Minas,MG,Sudeste
3409,Tabuleiro,MG,Sudeste
718,Taiobeiras,MG,Sudeste
267,Taparuba,MG,Sudeste
1565,Tapira,MG,Sudeste
3399,Tapiraí,MG,Sudeste
3452,Taquaraçu de Minas,MG,Sudeste
4196,Tarumirim,MG,Sudeste
5089,Teixeiras,MG,Sudeste
3314,Teófilo Otoni,MG,Sudeste
5342,Timóteo,MG,Sudeste
1002,Tiradentes,MG,Sudeste
1365,Tiros,MG,Sudeste
4905,Tocantins,MG,Sudeste
2829,Tocos do Moji,MG,Sudeste
676,Toledo,MG,Sudeste
3154,Tombos,MG,Sudeste
1367,Três Corações,MG,Sudeste
610,Três Marias,MG,Sudeste
1082,Três Pontas,MG,Sudeste
1873,Tumiritinga,MG,Sudeste
2699,Tupaciguara,MG,Sudeste
3232,Turmalina,MG,Sudeste
5453,Turvolândia,MG,Sudeste
4343,Ubaporanga,MG,Sudeste
4686,Ubaí,MG,Sudeste
1112,Uberaba,MG,Sudeste
3864,Uberlândia,MG,Sudeste
3891,Ubá,MG,Sudeste
1810,Umburatiba,MG,Sudeste
2277,Unaí,MG,Sudeste
1036,União de Minas,MG,Sudeste
2737,Uruana de Minas,MG,Sudeste
5412,Urucuia,MG,Sudeste
124,Urucânia,MG,Sudeste
1671,Vargem Alegre,MG,Sudeste
436,Vargem Bonita,MG,Sudeste
2305,Vargem Grande do Rio Pardo,MG,Sudeste
3496,Varginha,MG,Sudeste
2088,Varjão de Minas,MG,Sudeste
5335,Varzelândia,MG,Sudeste
3924,Vazante,MG,Sudeste
1929,Verdelândia,MG,Sudeste
4241,Veredinha,MG,Sudeste
1996,Vermelho Novo,MG,Sudeste
352,Veríssimo,MG,Sudeste
2160,Vespasiano,MG,Sudeste
2195,Vieiras,MG,Sudeste
1981,Virgem da Lapa,MG,Sudeste
4264,Virginópolis,MG,Sudeste
4193,Virgolândia,MG,Sudeste
2258,Virgínia,MG,Sudeste
2306,Visconde do Rio Branco,MG,Sudeste
160,Viçosa,MG,Sudeste
2584,Volta Grande,MG,Sudeste
2820,Várzea da Palma,MG,Sudeste
557,Wenceslau Braz,MG,Sudeste
1359,Água Boa,MG,Sudeste
2821,Água Comprida,MG,Sudeste
5219,Águas Formosas,MG,Sudeste
353,Águas Vermelhas,MG,Sudeste
2023,Angra dos Reis,RJ,Sudeste
229,Aperibé,RJ,Sudeste
4350,Araruama,RJ,Sudeste
980,Areal,RJ,Sudeste
2037,Armação dos Búzios,RJ,Sudeste
3821,Arraial do Cabo,RJ,Sudeste
2076,Barra Mansa,RJ,Sudeste
4574,Barra do Piraí,RJ,Sudeste
3260,Belford Roxo,RJ,Sudeste
2553,Bom Jardim,RJ,Sudeste
4756,Bom Jesus do Itabapoana,RJ,Sudeste
2153,Cabo Frio,RJ,Sudeste
1649,Cachoeiras de Macacu,RJ,Sudeste
4094,Cambuci,RJ,Sudeste
629,Campos dos Goytacazes,RJ,Sudeste
1055,Cantagalo,RJ,Sudeste
5309,Carapebus,RJ,Sudeste
1658,Cardoso Moreira,RJ,Sudeste
548,Carmo,RJ,Sudeste
3952,Casimiro de Abreu,RJ,Sudeste
2441,Comendador Levy Gasparian,RJ,Sudeste
4001,Conceição de Macabu,RJ,Sudeste
3996,Cordeiro,RJ,Sudeste
4536,Duas Barras,RJ,Sudeste
2245,Duque de Caxias,RJ,Sudeste
4700,Engenheiro Paulo de Frontin,RJ,Sudeste
1335,Guapimirim,RJ,Sudeste
3293,Iguaba Grande,RJ,Sudeste
3,Itaboraí,RJ,Sudeste
5409,Itaguaí,RJ,Sudeste
3985,Italva,RJ,Sudeste
747,Itaocara,RJ,Sudeste
3552,Itaperuna,RJ,Sudeste
2973,Itatiaia,RJ,Sudeste
3270,Japeri,RJ,Sudeste
4324,Laje do Muriaé,RJ,Sudeste
4619,Macaé,RJ,Sudeste
545,Macuco,RJ,Sudeste
88,Magé,RJ,Sudeste
263,Mangaratiba,RJ,Sudeste
523,Maricá,RJ,Sudeste
186,Mendes,RJ,Sudeste
80,Mesquita,RJ,Sudeste
3206,Miguel Pereira,RJ,Sudeste
4810,Miracema,RJ,Sudeste
870,Natividade,RJ,Sudeste
4926,Nilópolis,RJ,Sudeste
1264,Niterói,RJ,Sudeste
740,Nova Friburgo,RJ,Sudeste
1467,Nova Iguaçu,RJ,Sudeste
4525,Paracambi,RJ,Sudeste
1214,Paraty,RJ,Sudeste
1108,Paraíba do Sul,RJ,Sudeste
578,Paty do Alferes,RJ,Sudeste
2508,Petrópolis,RJ,Sudeste
1730,Pinheiral,RJ,Sudeste
2866,Piraí,RJ,Sudeste
4300,Porciúncula,RJ,Sudeste
4206,Porto Real,RJ,Sudeste
4024,Quatis,RJ,Sudeste
2278,Queimados,RJ,Sudeste
28,Quissamã,RJ,Sudeste
166,Resende,RJ,Sudeste
5236,Rio Bonito,RJ,Sudeste
3224,Rio Claro,RJ,Sudeste
5448,Rio das Flores,RJ,Sudeste
2154,Rio das Ostras,RJ,Sudeste
3590,Rio de Janeiro,RJ,Sudeste
3414,Santa Maria Madalena,RJ,Sudeste
3003,Santo Antônio de Pádua,RJ,Sudeste
5078,Sapucaia,RJ,Sudeste
2443,Saquarema,RJ,Sudeste
1635,Seropédica,RJ,Sudeste
1847,Silva Jardim,RJ,Sudeste
2559,Sumidouro,RJ,Sudeste
565,São Fidélis,RJ,Sudeste
312,São Francisco de Itabapoana,RJ,Sudeste
53,São Gonçalo,RJ,Sudeste
274,São José de Ubá,RJ,Sudeste
443,São José do Vale do Rio Preto,RJ,Sudeste
2774,São João da Barra,RJ,Sudeste
1237,São João de Meriti,RJ,Sudeste
1840,São Pedro da Aldeia,RJ,Sudeste
3756,São Sebastião do Alto,RJ,Sudeste
1887,Tanguá,RJ,Sudeste
3759,Teresópolis,RJ,Sudeste
4280,Trajano de Moraes,RJ,Sudeste
1076,Três Rios,RJ,Sudeste
3009,Valença,RJ,Sudeste
4118,Varre-Sai,RJ,Sudeste
589,Vassouras,RJ,Sudeste
1508,Volta Redonda,RJ,Sudeste
280,Adamantina,SP,Sudeste
2639,Adolfo,SP,Sudeste
145,Aguaí,SP,Sudeste
3231,Agudos,SP,Sudeste
2817,Alambari,SP,Sudeste
3866,Alfredo Marcondes,SP,Sudeste
4078,Altair,SP,Sudeste
3612,Altinópolis,SP,Sudeste
3436,Alto Alegre,SP,Sudeste
3376,Alumínio,SP,Sudeste
2777,Alvinlândia,SP,Sudeste
3097,Americana,SP,Sudeste
1357,Amparo,SP,Sudeste
1191,Américo Brasiliense,SP,Sudeste
1023,Américo de Campos,SP,Sudeste
3596,Analândia,SP,Sudeste
256,Andradina,SP,Sudeste
1339,Angatuba,SP,Sudeste
1943,Anhembi,SP,Sudeste
3315,Anhumas,SP,Sudeste
486,Aparecida,SP,Sudeste
3377,Aparecida d'Oeste,SP,Sudeste
1381,Apiaí,SP,Sudeste
2765,Aramina,SP,Sudeste
5043,Arandu,SP,Sudeste
1676,Arapeí,SP,Sudeste
2184,Araraquara,SP,Sudeste
5390,Araras,SP,Sudeste
2029,Araçariguama,SP,Sudeste
4163,Araçatuba,SP,Sudeste
2976,Araçoiaba da Serra,SP,Sudeste
3730,Arco-Íris,SP,Sudeste
2167,Arealva,SP,Sudeste
413,Areias,SP,Sudeste
3165,Areiópolis,SP,Sudeste
2516,Ariranha,SP,Sudeste
2285,Artur Nogueira,SP,Sudeste
1559,Arujá,SP,Sudeste
2611,Aspásia,SP,Sudeste
3407,Assis,SP,Sudeste
5261,Atibaia,SP,Sudeste
4942,Auriflama,SP,Sudeste
2889,Avanhandava,SP,Sudeste
1621,Avaré,SP,Sudeste
975,Avaí,SP,Sudeste
5542,Bady Bassitt,SP,Sudeste
1272,Balbinos,SP,Sudeste
