nome_municipio,uf,pop_alfabetizada,populacao_total,15 a 19 anos,20 a 24 anos,25 a 34 anos,35 a 44 anos,45 a 54 anos,55 a 64 anos,65 anos ou mais,prop_grupo_idade_15_a_19_anos,prop_grupo_idade_20_a_24_anos,prop_grupo_idade_25_a_34_anos,prop_grupo_idade_35_a_44_anos,prop_grupo_idade_45_a_54_anos,prop_grupo_idade_55_a_64_anos,prop_grupo_idade_65_anos_ou_mais,Amarela,Branca,Indígena,Parda,Preta,prop_cor_raca_Amarela,prop_cor_raca_Branca,prop_cor_raca_Indígena,prop_cor_raca_Parda,prop_cor_raca_Preta,Homens,Mulheres,prop_sexo_Homens,prop_sexo_Mulheres,taxa_alfabetizacao,indice_complexo,vulnerabilidade_educacional
Carmo do Cajuru,MG,18222,19135,1512,1831,3514,3627,3203,2692,2756,0.07901750718578521,0.09568852887379148,0.18364253984844525,0.18954794878494904,0.16738960020904103,0.14068460935458585,0.14402926574340214,33,10084,14,6748,2256,0.0017245884504834073,0.5269924222628691,0.0007316435850535667,0.3526522079958192,0.11789913770577476,9478,9657,0.4953227070812647,0.5046772929187353,95.22863862032924,79.18474000522602,Média
Carmo do Paranaíba,MG,22844,24176,1771,2055,3864,4166,4185,3818,4317,0.07325446724023825,0.08500165453342158,0.1598279285241562,0.1723196558570483,0.17310555923229648,0.15792521508934482,0.17856551952349436,62,14017,3,8243,1851,0.0025645268034414294,0.5797898742554599,0.00012409000661813368,0.34095797485109197,0.07656353408338848,12060,12116,0.4988418266048974,0.5011581733951026,94.49040370615486,78.52225347452018,Média
Carmo do Rio Claro,MG,16354,17378,1333,1393,2835,3265,2961,2700,2891,0.07670618022787433,0.08015882149844632,0.16313730003452642,0.18788122914029232,0.17038784670272758,0.15536885717573945,0.1663597652203936,24,11954,20,4617,763,0.001381056508228795,0.6878812291402924,0.0011508804235239958,0.2656807457705144,0.04390608815744044,8780,8598,0.5052365059270342,0.4947634940729658,94.10749223155715,77.74657613074002,Média
Carmo do Rio Verde,GO,7334,8000,649,715,1333,1423,1489,1163,1228,0.081125,0.089375,0.166625,0.177875,0.186125,0.145375,0.1535,2,3025,15,4564,394,0.00025,0.378125,0.001875,0.5705,0.04925,4034,3966,0.50425,0.49575,91.675,77.003375,Média
Carmolândia,TO,1446,1680,196,158,286,306,277,233,224,0.11666666666666667,0.09404761904761905,0.17023809523809524,0.18214285714285713,0.16488095238095238,0.1386904761904762,0.13333333333333333,7,332,6,1022,313,0.004166666666666667,0.1976190476190476,0.0035714285714285713,0.6083333333333333,0.1863095238095238,829,851,0.493452380952381,0.506547619047619,86.07142857142858,73.30714285714288,Média
Carmésia,MG,1791,2011,200,170,328,325,337,306,345,0.09945300845350571,0.08453505718547986,0.16310293386374938,0.1616111387369468,0.16757831924415714,0.15216310293386376,0.17155643958229735,4,523,266,1006,212,0.001989060169070114,0.26006961710591747,0.13227250124316262,0.5002486325211337,0.10542018896071606,1004,1007,0.49925410243659873,0.5007458975634013,89.06016907011437,75.81949278965689,Média
Carmópolis,SE,9206,10462,1266,1151,2061,2322,1619,1188,855,0.12100936723379851,0.11001720512330339,0.19699866182374307,0.2219460906136494,0.15475052571210093,0.11355381380233225,0.08172433569107246,9,2000,12,6380,2061,0.0008602561651691837,0.19116803670426305,0.0011470082202255784,0.6098260370865991,0.19699866182374307,4858,5604,0.46434716115465496,0.5356528388453451,87.99464729497228,74.64356719556491,Média
Carmópolis de Minas,MG,14069,14826,1260,1431,2630,2607,2510,2149,2239,0.08498583569405099,0.09651962768110077,0.17739106974234453,0.17583974099554836,0.1692971806286254,0.1449480642115203,0.15101848104680965,27,7352,8,6312,1127,0.001821125050586807,0.49588560636719275,0.0005395926075812762,0.42573856738162685,0.07601510859301228,7494,7332,0.5054633751517604,0.49453662484823957,94.89410495076217,79.10555780385809,Média
Carnaubais,RN,6205,7731,767,743,1399,1588,1256,1068,910,0.0992109688268012,0.09610658388306817,0.18095977234510413,0.20540680377700168,0.16246281205536153,0.13814512999611953,0.11770792911654379,4,2126,6,4603,992,0.0005173974906221704,0.2749967662656836,0.0007760962359332557,0.5953951623334627,0.12831457767429827,3880,3851,0.5018755659035053,0.49812443409649465,80.2612857327642,68.19311861337472,Média
Carnaubal,CE,10426,13287,1418,1312,2502,2454,1979,1705,1917,0.1067208549710243,0.09874313238503801,0.18830435764280876,0.1846918040189659,0.14894257544968767,0.12832091518025138,0.14427636035222396,13,5261,527,6793,693,0.000978399939790773,0.3959509294799428,0.039662828328441334,0.5112515993075939,0.052156242944231206,6544,6743,0.4925114773839091,0.5074885226160909,78.46767517121998,66.52073455257016,Média
Carnaubeira da Penha,PE,7289,8950,1234,1101,1847,1615,1152,881,1120,0.13787709497206704,0.12301675977653631,0.2063687150837989,0.18044692737430168,0.1287150837988827,0.09843575418994413,0.12513966480446928,2,408,6749,1458,333,0.000223463687150838,0.04558659217877095,0.7540782122905028,0.16290502793296088,0.03720670391061452,4546,4404,0.5079329608938548,0.49206703910614524,81.44134078212291,71.79307262569833,Média
Carnaíba,PE,11709,14675,1504,1273,2627,2677,2420,1974,2200,0.10248722316865418,0.08674616695059625,0.17901192504258945,0.1824190800681431,0.16490630323679728,0.1345144804088586,0.14991482112436116,52,5167,16,8352,1088,0.0035434412265758094,0.3520954003407155,0.001090289608177172,0.5691311754684838,0.0741396933560477,7132,7543,0.48599659284497443,0.5140034071550256,79.78875638841568,67.6726405451448,Média
Carnaúba dos Dantas,RN,5679,6402,576,562,1183,1311,1021,825,924,0.08997188378631678,0.08778506716651047,0.18478600437363324,0.2047797563261481,0.15948141205873165,0.12886597938144329,0.14432989690721648,4,3621,31,2294,452,0.0006248047485160887,0.5656044985941893,0.004842236800999687,0.3583255232739769,0.07060293658231803,3142,3260,0.4907841299593877,0.5092158700406123,88.7066541705717,73.8815995001562,Média
Carneirinho,MG,7079,7805,591,608,1264,1479,1382,1188,1293,0.07572069186418962,0.07789878283151826,0.16194746957078796,0.1894939141575913,0.17706598334401025,0.15221012171684817,0.16566303651505446,26,3945,5,3167,662,0.0033311979500320306,0.5054452274183215,0.0006406149903907751,0.40576553491351697,0.08481742472773864,3976,3829,0.5094170403587444,0.4905829596412556,90.69827033952595,75.73171044202434,Média
Carneiros,AL,5120,6587,903,823,1326,1179,953,687,716,0.13708820403825717,0.12494306968270837,0.2013056019432215,0.17898891756490057,0.14467891301047517,0.10429634127827539,0.10869895248216184,1,1403,17,4389,777,0.0001518141794443601,0.21299529376043722,0.0025808410505541216,0.6663124335812965,0.1179596174282678,3208,3379,0.4870198876575072,0.5129801123424927,77.72885987551237,66.56459693335358,Média
Caroebe,RR,6844,7464,983,891,1624,1600,1052,730,584,0.1316988210075027,0.11937299035369775,0.21757770632368703,0.21436227224008575,0.14094319399785638,0.09780278670953912,0.0782422293676313,2,1652,505,4428,877,0.0002679528403001072,0.22132904608788853,0.06765809217577706,0.5932475884244373,0.117497320471597,4001,3463,0.5360396570203644,0.46396034297963556,91.69346195069667,77.65340300107182,Média
Carolina,MA,16097,18345,2084,1869,3412,3345,2724,2255,2656,0.11360043608612701,0.101880621422731,0.18599073316980103,0.18233851185609157,0.14848732624693378,0.12292177705096756,0.14478059416734806,42,4388,40,11820,2055,0.0022894521668029434,0.23919324066503134,0.0021804306350504225,0.6443172526573998,0.11201962387571546,9248,9097,0.5041155628236577,0.49588443717634234,87.74597983101663,74.52711910602345,Média
Carpina,PE,55798,63612,5563,6043,11621,12981,11042,8282,8080,0.08745205307174747,0.09499779915739169,0.18268565679431553,0.20406527070364083,0.1735836005785072,0.13019556058605294,0.12702005910834432,53,20335,102,35003,8119,0.0008331761302898824,0.31967238885744825,0.0016034710431993963,0.5502578129912595,0.12763315097780292,29204,34408,0.4590957680940703,0.5409042319059297,87.71615418474502,73.96646859083191,Média
Carrancas,MG,3134,3317,261,229,533,581,518,593,602,0.07868555924027736,0.0690382876092855,0.16068736810370818,0.17515827555019595,0.15616520952668073,0.1787760024118179,0.18148929755803436,4,1417,1,1288,607,0.0012059089538739825,0.4271932469098583,0.00030147723846849563,0.3883026831474224,0.18299668375037684,1665,1652,0.5019596020500452,0.4980403979499548,94.48296653602652,79.17425384383479,Média
Carrapateira,PB,1479,1884,186,177,383,354,320,228,236,0.09872611464968153,0.09394904458598727,0.20329087048832273,0.18789808917197454,0.16985138004246284,0.12101910828025478,0.12526539278131635,2,1147,2,621,112,0.0010615711252653928,0.6088110403397028,0.0010615711252653928,0.32961783439490444,0.059447983014861996,992,892,0.5265392781316348,0.4734607218683652,78.5031847133758,65.48513800424628,Média
Carrasco Bonito,TO,1913,2414,316,261,485,464,334,264,290,0.1309030654515327,0.10811930405965203,0.20091135045567524,0.19221209610604806,0.1383595691797846,0.10936205468102735,0.12013256006628004,5,342,2,1587,478,0.002071251035625518,0.14167357083678542,0.0008285004142502071,0.6574150787075393,0.1980115990057995,1244,1170,0.5153272576636289,0.48467274233637114,79.24606462303231,68.07870753935377,Média
Caruaru,PE,266666,298997,27791,31584,64201,61380,47667,34406,31968,0.09294742087713255,0.1056331668879621,0.21472121793864152,0.2052863406656254,0.15942300424418973,0.11507138867614056,0.10691746071030812,472,131717,524,145026,21258,0.0015786111566336786,0.44052950364050475,0.001752525945076372,0.4850416559363472,0.07109770332143801,137738,161259,0.46066682943307125,0.5393331705669288,89.18684802857554,74.58387542349924,Média
Carutapera,MA,15223,17764,2308,2111,3731,3687,2409,1810,1708,0.129925692411619,0.11883584778203107,0.21003152443143436,0.20755460481873453,0.13561134879531636,0.1018914658860617,0.09614951587480297,10,2359,45,14215,1135,0.0005629362756136005,0.13279666741724835,0.0025332132402612023,0.8002139157847332,0.06389326728214366,8955,8809,0.5041094348119792,0.4958905651880207,85.69578923665841,73.15863544246791,Média
Carvalhos,MG,3351,3750,239,284,585,610,638,674,720,0.06373333333333334,0.07573333333333333,0.156,0.16266666666666665,0.17013333333333333,0.17973333333333333,0.192,2,2624,14,929,181,0.0005333333333333334,0.6997333333333333,0.0037333333333333333,0.24773333333333333,0.048266666666666666,1908,1842,0.5088,0.4912,89.36,73.97306666666667,Média
Carvalhópolis,MG,2638,2832,236,238,412,436,490,446,574,0.08333333333333333,0.08403954802259887,0.14548022598870056,0.153954802259887,0.1730225988700565,0.1574858757062147,0.20268361581920905,2,2073,1,609,147,0.0007062146892655367,0.7319915254237288,0.00035310734463276836,0.21504237288135594,0.05190677966101695,1449,1383,0.5116525423728814,0.4883474576271186,93.14971751412429,77.01977401129943,Média
Casa Branca,SP,22293,23226,1737,1943,4184,4592,3584,3383,3803,0.07478687677602687,0.0836562473090502,0.18014294325325067,0.19770946353224833,0.15430982519590114,0.14565573064668905,0.1637389132868337,46,14917,16,6509,1738,0.0019805390510634633,0.6422543701024713,0.0006888831481959872,0.28024627572548005,0.07482993197278912,12019,11207,0.5174804098854732,0.48251959011452683,95.98295014208215,79.40342719366228,Média
Casa Grande,MG,1778,1875,153,159,276,321,363,267,336,0.0816,0.0848,0.1472,0.1712,0.1936,0.1424,0.1792,0,856,0,891,128,0.0,0.45653333333333335,0.0,0.4752,0.06826666666666667,978,897,0.5216,0.4784,94.82666666666667,79.3392,Média
Casa Nova,BA,46309,55083,6181,6064,10692,10681,8572,6157,6736,0.11221247934934553,0.11008841203275058,0.1941070747780622,0.19390737614145925,0.15561970117822196,0.11177677323312092,0.12228818328703955,88,16181,187,31425,7202,0.0015975890928235572,0.29375669444293157,0.003394876822250059,0.5705026959315942,0.13074814371040067,28043,27040,0.5091044423869433,0.49089555761305664,84.07131056768876,71.2549243868344,Média
Casca,RS,7836,8015,475,614,1442,1349,1204,1289,1642,0.059263880224578916,0.07660636306924516,0.1799126637554585,0.16830941983780412,0.15021834061135372,0.16082345601996256,0.20486587648159701,0,6957,1,875,182,0.0,0.8679975046787274,0.00012476606363069246,0.1091703056768559,0.022707423580786028,3869,4146,0.4827199001871491,0.517280099812851,97.7666874610106,80.06225826575172,Baixa
Cascalho Rico,MG,2194,2272,170,156,331,366,415,354,480,0.07482394366197183,0.06866197183098592,0.14568661971830985,0.16109154929577466,0.18265845070422534,0.15580985915492956,0.2112676056338028,0,1226,1,929,116,0.0,0.539612676056338,0.00044014084507042255,0.40889084507042256,0.051056338028169015,1156,1116,0.5088028169014085,0.49119718309859156,96.5669014084507,80.52640845070422,Baixa
Cascavel,CE,48796,58187,5239,5571,11592,11563,9465,7091,7666,0.09003729355354288,0.09574303538591095,0.19921975699039304,0.19872136387852957,0.16266520013061336,0.12186570883530685,0.13174764122570334,81,12546,82,41635,3843,0.0013920635193428086,0.2156151717737639,0.0014092494887174112,0.7155378349115782,0.06604568030659769,28126,30061,0.483372574630072,0.516627425369928,83.86065616031073,71.33223915994982,Média
Cascavel,PR,270921,279797,22885,28085,60741,54513,45253,35744,32576,0.0817914416523408,0.1003763442781731,0.21708953276839996,0.19483053785423002,0.1617351151013056,0.12774976143418265,0.11642726691136789,1501,176376,217,89203,12500,0.005364603623341208,0.6303713049103458,0.0007755622826549248,0.3188132824869459,0.04467524669671226,133824,145973,0.4782896171152657,0.5217103828847343,96.82770008255986,79.911861099297,Média
Caseara,TO,3292,3683,424,371,657,728,581,470,452,0.11512354059190877,0.10073309801792017,0.17838718436057563,0.19766494705403204,0.1577518327450448,0.1276133586749932,0.12272603855552539,1,907,14,2438,323,0.00027151778441487917,0.24626663046429542,0.0038012489818083084,0.6619603584034754,0.08770024436600597,1911,1772,0.518870486016834,0.4811295139831659,89.38365462937823,75.71762150420852,Média
Caseiros,RS,2313,2454,185,194,387,355,418,405,510,0.07538712306438468,0.07905460472697637,0.15770171149144255,0.14466177669111654,0.17033414832925836,0.16503667481662593,0.2078239608801956,1,1929,2,482,40,0.00040749796251018743,0.7860635696821516,0.0008149959250203749,0.19641401792991034,0.016299918500407497,1236,1218,0.5036674816625917,0.4963325183374083,94.25427872860635,77.6752241238794,Média
Casimiro de Abreu,RJ,34965,36584,3155,3119,6242,7279,6264,5283,5242,0.08623988628908813,0.0852558495517166,0.1706210365186967,0.1989667614257599,0.17122239230264596,0.14440739120927182,0.1432866827028209,18,15425,49,15136,5956,0.0004920183686857643,0.42163240760988413,0.0013393833369779139,0.413732779357096,0.16280341132735623,17331,19253,0.47373168598294335,0.5262683140170566,95.57456811720971,79.921468401487,Média
Casinhas,PE,7675,10193,1095,1098,1955,1922,1434,1217,1472,0.10742666535857942,0.10772098498969881,0.1917982929461395,0.18856077700382615,0.14068478367507112,0.11939566369076818,0.1444128323359168,8,4410,4,5415,356,0.0007848523496517218,0.4326498577455116,0.0003924261748258609,0.5312469341705092,0.03492592955950162,5038,5155,0.4942607671931718,0.5057392328068282,75.29677229471206,63.76366133621112,Média
Casserengue,PB,3718,5471,551,505,951,1003,851,695,915,0.10071284957046243,0.09230488027782854,0.1738256260281484,0.1833302869676476,0.1555474319137269,0.1270334490952294,0.16724547614695667,2,1556,0,3612,301,0.0003655638822884299,0.28440870042039845,0.0,0.6602083714129044,0.0550173642844087,2727,2744,0.49844635350027416,0.5015536464997258,67.95832571741911,58.56735514531164,Alta
Cassilândia,MS,15757,17016,1379,1489,2856,3134,2805,2376,2977,0.08104137282557593,0.08750587682181477,0.16784203102961917,0.18417959567465914,0.16484485190409026,0.13963328631875882,0.1749529854254819,69,8158,19,7493,1277,0.0040550070521861775,0.47943112364833096,0.0011165961448048895,0.44035025858015986,0.0750470145745181,8396,8620,0.4934179595674659,0.5065820404325341,92.60108133521392,77.42912552891397,Média
Castanhal,PA,141273,150090,16068,16925,32219,31830,23361,15660,14027,0.10705576654007595,0.11276567392897595,0.2146645346125658,0.2120727563461923,0.15564661203278032,0.10433739756146312,0.09345725897794657,622,32535,122,102600,14211,0.004144180158571524,0.2167699380371777,0.0008128456259577587,0.6835898460923446,0.09468319008594843,70936,79154,0.4726230928109801,0.52737690718902,94.12552468518889,79.42095409421016,Média
Castanheira,MT,5473,5978,559,517,1025,1191,1024,900,762,0.0935095349615256,0.08648377383740381,0.17146202743392439,0.1992305118768819,0.17129474740715958,0.15055202408832385,0.12746738039478087,7,2272,15,3186,498,0.00117096018735363,0.3800602208096353,0.0025092004014720644,0.5329541652726665,0.08330545332887253,3116,2862,0.5212445633991302,0.47875543660086983,91.55235864837738,76.82686517229844,Média
Castanheiras,RO,2317,2580,205,172,451,472,482,400,398,0.07945736434108527,0.06666666666666667,0.1748062015503876,0.18294573643410852,0.1868217054263566,0.15503875968992248,0.15426356589147286,2,896,6,1470,206,0.0007751937984496124,0.34728682170542635,0.002325581395348837,0.5697674418604651,0.07984496124031008,1311,1269,0.5081395348837209,0.49186046511627907,89.8062015503876,75.62596899224806,Média
Castelo,ES,28884,30683,2253,2488,5241,6054,5014,4646,4987,0.07342828276244175,0.0810872470097448,0.17081119838346967,0.19730795554541602,0.16341296483394713,0.15141935273604276,0.16253299872893784,15,18287,13,9697,2671,0.0004888700583384936,0.5959977837890689,0.0004236873838933611,0.31603819704722486,0.08705146172147443,15084,15599,0.4916077306651892,0.5083922693348109,94.13681843366032,78.10416191376332,Média
Castelo do Piauí,PI,11642,15126,1489,1399,2590,2695,2365,2006,2582,0.0984397725770197,0.09248975274362026,0.17122834853893956,0.17817003834457226,0.15635329895544095,0.1326193309533254,0.17069945788708185,36,2991,4,10408,1687,0.002380007933359778,0.1977389924633082,0.0002644453259288642,0.6880867380669047,0.11152981621049848,7443,7683,0.4920666402221341,0.5079333597778659,76.96681211159593,66.11919873066245,Média
Castelândia,GO,2010,2461,215,196,392,413,476,391,378,0.08736286062576189,0.07964242177976433,0.15928484355952865,0.1678179601787891,0.1934173100365705,0.1588785046728972,0.15359609914668834,2,802,0,1456,201,0.0008126777732629012,0.3258837870784234,0.0,0.5916294189353921,0.08167411621292157,1244,1217,0.5054855749695246,0.49451442503047544,81.67411621292158,69.23730190979278,Média
Castilho,SP,15069,16112,1290,1299,2570,2921,2859,2508,2665,0.08006454816285997,0.08062313803376366,0.15950844091360478,0.18129344587884808,0.17744538232373386,0.15566037735849056,0.1654046673286991,124,7016,21,7810,1141,0.007696127110228402,0.43545183714001984,0.0013033763654419067,0.4847318768619662,0.0708167825223436,7904,8208,0.49056603773584906,0.5094339622641509,93.52656405163853,78.27861221449852,Média
Castro,PR,53732,56559,5749,5906,11033,10870,9253,6993,6755,0.10164606870701391,0.10442193108081826,0.1950706342049895,0.19218868791881044,0.16359907353383193,0.12364079987269931,0.11943280468183666,241,35092,52,18574,2600,0.004261037147049983,0.6204494421754274,0.0009193939072472993,0.3284004314079103,0.04596969536236496,27633,28926,0.4885694584416273,0.5114305415583726,95.00167966194594,78.6097349670256,Média
Castro Alves,BA,16462,19947,1962,1830,3494,3998,3251,2519,2893,0.09836065573770492,0.09174311926605505,0.1751641850904898,0.2004311425276984,0.16298190204040708,0.12628465433398506,0.1450343410036597,6,2320,17,11611,5993,0.00030079711234772146,0.1163082167744523,0.0008522584849852108,0.582092545244899,0.3004461823833158,9377,10570,0.4700957537474307,0.5299042462525693,82.52870105780318,70.77520429137213,Média
Cataguases,MG,53240,55439,3857,4120,9145,10004,9000,9048,10265,0.06957196197622613,0.0743159147892278,0.1649560778513321,0.1804505853280182,0.16234059055899278,0.16320640704197406,0.18515846245422898,27,29654,36,16610,9112,0.0004870217716769783,0.5348942080484858,0.000649362362235971,0.29960857879831887,0.16436082901928245,26437,29002,0.47686646584534353,0.5231335341546565,96.03347823734194,79.96020851746965,Média
Catalão,GO,89500,92596,7982,9180,18727,19860,15088,11296,10463,0.08620242775065877,0.09914035163505983,0.20224415741500712,0.21448010713205753,0.16294440364594584,0.12199231068296687,0.11299624173830403,251,43819,121,41106,7299,0.0027107002462309388,0.47322778521750397,0.0013067519115296557,0.44392846343254566,0.07882629919218972,45847,46749,0.49512937923884404,0.504870620761156,96.65644304289603,80.42000734372976,Baixa
Catanduva,SP,93469,96555,6633,7190,16750,18846,16024,14450,16662,0.06869659779400342,0.07446533064056755,0.1734762570555642,0.19518409196830822,0.16595722645124542,0.14965563668375537,0.17256485940655586,521,67215,73,22840,5906,0.005395888353787997,0.6961317383874476,0.0007560457770182797,0.23654911708352752,0.06116721039821863,45681,50874,0.47310859095852104,0.5268914090414789,96.80389415359122,79.84482419346489,Média
Catanduvas,PR,7648,8360,748,773,1656,1450,1398,1133,1202,0.08947368421052632,0.09246411483253589,0.19808612440191387,0.173444976076555,0.1672248803827751,0.1355263157894737,0.1437799043062201,14,4776,0,3319,251,0.0016746411483253589,0.5712918660287082,0.0,0.3970095693779904,0.030023923444976078,4262,4098,0.5098086124401914,0.4901913875598086,91.48325358851675,76.061004784689,Média
Catanduvas,SC,8041,8362,705,820,1661,1556,1407,1149,1064,0.08430997369050466,0.09806266443434584,0.19863668978713225,0.18607988519492943,0.1682611815355178,0.13740731882324803,0.12724228653432193,4,5376,5,2690,287,0.00047835446065534564,0.6429083951207845,0.000597943075819182,0.3216933747907199,0.034321932552021046,4133,4229,0.49425974647213583,0.5057402535278641,96.16120545324085,79.41437455154272,Média
Catarina,CE,6006,8145,814,689,1314,1426,1227,1137,1538,0.09993861264579497,0.08459177409453653,0.16132596685082873,0.1750767341927563,0.15064456721915284,0.13959484346224676,0.18882750153468386,12,2565,1,5013,554,0.0014732965009208103,0.3149171270718232,0.00012277470841006753,0.6154696132596685,0.06801718845917741,3982,4163,0.4888888888888889,0.5111111111111111,73.73848987108656,63.169306322897484,Média
Catas Altas,MG,4090,4434,387,383,768,866,788,651,591,0.08728010825439783,0.08637798827244024,0.17320703653585928,0.19530897609382047,0.17771763644564728,0.14682002706359945,0.13328822733423545,8,1395,1,2355,675,0.0018042399639152007,0.31461434370771313,0.0002255299954894001,0.5311231393775372,0.15223274695534506,2154,2280,0.4857916102841678,0.5142083897158322,92.24176815516464,77.63103292737935,Média
Catas Altas da Noruega,MG,2317,2557,230,247,362,459,441,379,439,0.0899491591709034,0.0965975752835354,0.14157215486898708,0.17950723504106375,0.1724677356276887,0.1482205709816191,0.17168556902620258,1,587,0,1531,438,0.00039108330074305825,0.2295658975361752,0.0,0.5987485334376222,0.17129448572545952,1272,1285,0.4974579585451701,0.5025420414548298,90.6140007821666,76.87954634337115,Média
Catende,PE,19453,24717,2741,2564,4400,4544,3980,3216,3272,0.11089533519440062,0.10373427195857102,0.1780151312861593,0.18384108103734273,0.16102277784520774,0.1301128777764292,0.1323785249018894,33,7824,21,14655,2184,0.0013351134846461949,0.31654326981429787,0.0008496176720475786,0.5929117611360603,0.08836023789294817,11655,13062,0.4715378079864061,0.5284621920135939,78.70291702067404,66.908888619169,Média
Catiguá,SP,5486,5772,461,427,966,1171,989,857,901,0.07986832986832987,0.07397782397782397,0.16735966735966737,0.20287595287595286,0.17134442134442135,0.14847539847539848,0.1560984060984061,5,3622,4,1914,227,0.0008662508662508662,0.6275121275121275,0.000693000693000693,0.3316008316008316,0.039327789327789325,2854,2918,0.4944559944559945,0.5055440055440056,95.04504504504504,78.7037422037422,Média
Catingueira,PB,2609,3502,388,318,600,659,534,458,545,0.11079383209594518,0.09080525414049115,0.17133066818960593,0.1881781838949172,0.15248429468874927,0.1307824100513992,0.15562535693889207,7,1225,3,1969,298,0.0019988577955454027,0.34980011422044544,0.0008566533409480297,0.5622501427755568,0.08509423186750428,1736,1766,0.49571673329525984,0.5042832667047401,74.50028555111365,63.52684180468304,Média
Catolândia,BA,2110,2655,237,210,430,522,414,358,484,0.08926553672316384,0.07909604519774012,0.16195856873822975,0.19661016949152543,0.15593220338983052,0.13483992467043315,0.18229755178907722,0,697,1,1596,361,0.0,0.26252354048964216,0.0003766478342749529,0.6011299435028249,0.135969868173258,1379,1276,0.5193973634651601,0.4806026365348399,79.47269303201506,67.88662900188324,Média
Catolé do Rocha,PB,20672,24801,2209,2128,4579,4957,3830,3449,3649,0.08906898915366315,0.08580299181484617,0.18462965203016007,0.19987097294463932,0.15442925688480302,0.13906697310592314,0.14713116406596508,15,9474,13,12989,2310,0.000604814322003145,0.3820007257771864,0.0005241724124027257,0.5237288818999234,0.09314140558848434,11841,12960,0.4774404257892827,0.5225595742107173,83.35147776299343,70.33280916092092,Média
Catu,BA,35617,39053,3384,3206,6605,8487,6992,5296,5083,0.08665147363838886,0.0820935651550457,0.16912913220495224,0.21732005223670398,0.17903874222210842,0.13561058049317595,0.13015645404962486,25,4925,63,24364,9676,0.0006401556858628019,0.12611067011497196,0.0016131923283742606,0.6238701252144522,0.24776585665633882,17883,21170,0.4579161652113794,0.5420838347886205,91.20170025350166,77.54162292269481,Média
Catuji,MG,4402,5411,581,454,937,1131,852,674,782,0.1073738680465718,0.08390316022916282,0.17316577342450565,0.20901866568102015,0.15745703197190908,0.12456107928294216,0.14452042136388837,2,707,6,3737,959,0.00036961744594344855,0.13065976714100905,0.0011088523378303455,0.6906301977453336,0.17723156532988357,2650,2761,0.4897431158750693,0.5102568841249306,81.35279985215303,69.81981149510258,Média
Catunda,CE,6438,8347,912,813,1473,1429,1256,1125,1339,0.10926081226788067,0.09740026356774889,0.17647058823529413,0.17119923325745776,0.15047322391278303,0.13477896250149754,0.16041691625733798,20,1715,48,6219,345,0.0023960704444710673,0.20546304061339404,0.005750569066730562,0.7450581047082784,0.041332215167125916,4160,4187,0.49838265244998203,0.501617347550018,77.12950760752366,66.23205942254704,Média
Caturama,BA,5502,7250,619,633,1269,1427,1008,963,1331,0.08537931034482758,0.0873103448275862,0.17503448275862069,0.19682758620689655,0.13903448275862068,0.13282758620689655,0.18358620689655172,3,2708,2,3809,728,0.00041379310344827585,0.37351724137931036,0.00027586206896551725,0.5253793103448275,0.10041379310344828,3695,3555,0.5096551724137931,0.4903448275862069,75.8896551724138,64.56137931034483,Média
Caturaí,GO,3793,4208,350,328,693,788,756,669,624,0.08317490494296578,0.0779467680608365,0.16468631178707224,0.18726235741444866,0.1796577946768061,0.1589828897338403,0.1482889733840304,11,1535,5,2195,462,0.0026140684410646386,0.36478136882129275,0.001188212927756654,0.5216254752851711,0.10979087452471482,2129,2079,0.5059410646387833,0.49405893536121676,90.13783269961976,75.80038022813686,Média
Caturité,PB,3435,4107,437,407,781,781,594,524,583,0.10640370099829559,0.0990990990990991,0.19016313610908206,0.19016313610908206,0.1446311176040906,0.12758704650596542,0.1419527635743852,1,1554,1,2426,125,0.00024348672997321646,0.3783783783783784,0.00024348672997321646,0.5906988069150231,0.030435841246652058,2018,2089,0.49135622108595084,0.5086437789140492,83.63769174579986,70.63793523252984,Média
Catuti,MG,2991,3836,329,278,608,744,651,604,622,0.08576642335766424,0.07247132429614181,0.15849843587069865,0.19395203336809178,0.16970802919708028,0.15745568300312826,0.162148070907195,0,788,1,2636,411,0.0,0.205422314911366,0.00026068821689259646,0.6871741397288843,0.10714285714285714,1930,1906,0.5031282586027112,0.49687174139728885,77.9718456725756,66.7958811261731,Média
Catuípe,RS,6984,7291,478,489,954,1105,1178,1354,1733,0.06556027979701001,0.06706898916472363,0.13084624879989026,0.15155671375668633,0.16156905774242217,0.18570840762584007,0.2376903031134275,0,5828,0,1287,176,0.0,0.7993416540940886,0.0,0.1765189960224935,0.024139349883417913,3489,3802,0.47853518035934717,0.5214648196406528,95.78932931010836,78.95034974626252,Média
Caucaia,CE,254356,277745,25586,29367,62853,57972,43706,32482,25779,0.09212047021548543,0.10573367657383571,0.22629750310536642,0.2087238294118706,0.157360168499883,0.11694899998199787,0.09281535221156097,387,66272,8733,179208,23145,0.0013933644170012062,0.2386073556679688,0.03144251021620551,0.645224936542512,0.08333183315631244,131564,146181,0.47368629498280795,0.526313705017192,91.57896631802552,77.29073430664819,Média
