nome_municipio,uf,pop_alfabetizada,populacao_total,15 a 19 anos,20 a 24 anos,25 a 34 anos,35 a 44 anos,45 a 54 anos,55 a 64 anos,65 anos ou mais,prop_grupo_idade_15_a_19_anos,prop_grupo_idade_20_a_24_anos,prop_grupo_idade_25_a_34_anos,prop_grupo_idade_35_a_44_anos,prop_grupo_idade_45_a_54_anos,prop_grupo_idade_55_a_64_anos,prop_grupo_idade_65_anos_ou_mais,Amarela,Branca,Indígena,Parda,Preta,prop_cor_raca_Amarela,prop_cor_raca_Branca,prop_cor_raca_Indígena,prop_cor_raca_Parda,prop_cor_raca_Preta,Homens,Mulheres,prop_sexo_Homens,prop_sexo_Mulheres,taxa_alfabetizacao,indice_complexo,vulnerabilidade_educacional
Acarape,CE,9080,10806,1087,1286,2532,1933,1613,1246,1109,0.10059226355728298,0.119007958541551,0.23431426985008327,0.17888210253562836,0.14926892467147881,0.11530631130853229,0.10262816953544328,0,1819,7,7992,988,0.0,0.16833240792152507,0.0006477882657782713,0.7395891171571349,0.09143068665556173,5256,5550,0.4863964464186563,0.5136035535813437,84.02739218952433,71.56598186192856,Média
Acaraú,CE,39539,50206,5268,5274,10740,10178,7618,5207,5921,0.10492769788471497,0.10504720551328527,0.2139186551408198,0.20272477393140262,0.1517348524080787,0.10371270366091702,0.11793411146078157,45,12333,365,34101,3362,0.000896307214277178,0.24564793052623193,0.0072700474046926665,0.6792216069792455,0.06696410787555272,24976,25230,0.49747042186192886,0.5025295781380712,78.75353543401187,67.14550053778434,Média
Acari,RN,7632,8792,679,729,1460,1727,1454,1218,1525,0.07722929936305732,0.08291628753412193,0.16606005459508644,0.19642857142857142,0.1653776160145587,0.13853503184713375,0.17345313921747044,2,3944,12,3661,1173,0.00022747952684258417,0.44858962693357596,0.001364877161055505,0.4164012738853503,0.13341674249317562,4194,4598,0.477024567788899,0.522975432211101,86.80618744313013,72.9058234758872,Média
Acará,PA,36107,42934,5963,5084,9183,8340,6035,4147,4182,0.13888759491312247,0.11841431033679602,0.21388643033493268,0.1942516420552476,0.1405645875064052,0.09659011506032515,0.09740531979317091,53,4070,21,31977,6813,0.0012344528811664415,0.09479666464806447,0.000489122839707458,0.744794335491685,0.15868542413937672,22333,20601,0.5201704942469837,0.47982950575301625,84.0988493967485,72.07739786649277,Média
Acauã,PI,4271,5139,517,481,927,1025,859,625,705,0.10060323020042809,0.09359797625997275,0.18038528896672504,0.19945514691574237,0.16715314263475384,0.12161899202179412,0.13718622300058378,1,3524,1,1086,527,0.0001945903872348706,0.685736524615684,0.0001945903872348706,0.21132516053706946,0.1025491340727768,2639,2500,0.5135240319128235,0.48647596808717647,83.10955438801322,68.93325549717844,Média
Aceguá,RS,3245,3366,259,287,578,590,582,530,540,0.07694592988710636,0.08526440879382056,0.1717171717171717,0.17528223410576352,0.17290552584670232,0.15745692216280452,0.16042780748663102,3,2693,10,351,309,0.00089126559714795,0.8000594177064765,0.0029708853238265003,0.10427807486631016,0.09180035650623886,1715,1651,0.5095068330362448,0.4904931669637552,96.40522875816994,79.11319073083779,Média
Acopiara,CE,26364,36251,3275,3180,5910,6612,5817,4944,6513,0.09034233538385147,0.08772171802157182,0.16302998537971367,0.18239496841466443,0.16046453890927148,0.13638244462221732,0.17966400926870982,11,11460,22,22171,2587,0.000303439905106066,0.31612921022868334,0.000606879810212132,0.6115969214642355,0.07136354859176298,17791,18460,0.49077266834018374,0.5092273316598163,72.72626962014841,62.26653057846681,Média
Acorizal,MT,3580,3997,323,262,621,768,637,617,769,0.08081060795596698,0.06554916187140356,0.15536652489367025,0.1921441080810608,0.159369527145359,0.15436577433074805,0.19239429572179134,4,654,10,3033,296,0.0010007505629221916,0.16362271703777834,0.002501876407305479,0.7588191143357518,0.07405554165624219,2086,1911,0.521891418563923,0.47810858143607704,89.56717538153616,76.36627470602954,Média
Acrelândia,AC,8994,10180,1285,1174,2061,2057,1476,1134,993,0.12622789783889982,0.11532416502946954,0.20245579567779962,0.20206286836935167,0.1449901768172888,0.11139489194499018,0.09754420432220039,48,2473,26,6267,1366,0.004715127701375246,0.24292730844793714,0.002554027504911591,0.6156188605108055,0.13418467583497054,5253,4927,0.5160117878192534,0.48398821218074656,88.34970530451866,74.81316306483302,Média
Acreúna,GO,15634,17238,1627,1569,3090,3405,3073,2365,2109,0.09438449936187493,0.09101983988861817,0.17925513400626522,0.19752871562826313,0.17826894071237961,0.13719689059055576,0.12234597981204316,36,5886,10,9919,1387,0.002088409328228333,0.3414549251653324,0.000580113702285648,0.5754147812971342,0.08046177050701937,8735,8503,0.5067293189465135,0.4932706810534865,90.6949762153382,76.2666202575705,Média
Adamantina,SP,28386,29418,1916,2188,4861,5147,4842,4760,5704,0.06513019239921136,0.07437623223876538,0.16523896933850024,0.17496090828744307,0.16459310626147255,0.16180569719219526,0.19389489428241213,680,19666,14,7872,1186,0.023115099598885035,0.6685022775171664,0.0004758991093888096,0.26759127065062205,0.04031545312393772,13999,15419,0.4758651165952818,0.5241348834047183,96.49194370793391,79.72316268950983,Média
Adelândia,GO,1722,1918,133,121,259,325,339,360,381,0.06934306569343066,0.06308654848800835,0.13503649635036497,0.16944734098018768,0.1767466110531804,0.18769551616266944,0.1986444212721585,1,698,1,1104,114,0.0005213764337851929,0.36392075078206465,0.0005213764337851929,0.5755995828988529,0.05943691345151199,965,953,0.5031282586027112,0.49687174139728885,89.78102189781022,75.70802919708031,Média
Adolfo,SP,3328,3570,271,254,586,609,570,607,673,0.07591036414565826,0.0711484593837535,0.16414565826330532,0.17058823529411765,0.15966386554621848,0.1700280112044818,0.18851540616246498,12,2112,7,1271,168,0.0033613445378151263,0.5915966386554622,0.00196078431372549,0.35602240896358545,0.047058823529411764,1736,1834,0.48627450980392156,0.5137254901960784,93.22128851540616,77.52324929971991,Média
Adrianópolis,PR,4325,4946,489,421,760,891,782,767,836,0.09886777193691872,0.08511928831378893,0.15365952284674483,0.18014557217953903,0.1581075616659927,0.15507480792559644,0.16902547513141933,6,2048,22,2466,404,0.001213101496158512,0.4140719773554387,0.004448038819247877,0.4985847149211484,0.08168216740800648,2514,2432,0.5082895268904165,0.4917104731095835,87.4443995147594,73.64274160938132,Média
Adustina,BA,8329,11556,1167,1197,2149,2152,1815,1393,1683,0.1009865005192108,0.10358255451713395,0.18596400138456212,0.18622360678435446,0.15706126687435099,0.12054344063689858,0.14563862928348908,36,3411,20,6993,1096,0.003115264797507788,0.29517133956386293,0.0017307026652821046,0.6051401869158879,0.09484250605745932,5724,5832,0.4953271028037383,0.5046728971962616,72.07511249567324,61.703530633437175,Média
Afogados da Ingazeira,PE,26937,31732,3137,3101,6076,6149,4799,3908,4562,0.09885919576452792,0.09772469431488719,0.19147863355603176,0.19377915038446994,0.15123534602294214,0.12315643514433379,0.14376654481280726,71,13098,61,16499,2003,0.0022374889701247953,0.4127694440942897,0.0019223496785579226,0.5199483171561831,0.06312240010084458,15017,16715,0.47324467414597254,0.5267553258540275,84.88907096936846,71.46820244548091,Média
Afonso Bezerra,RN,6651,8596,872,922,1591,1510,1365,1188,1148,0.10144253140995813,0.10725919032107957,0.1850860865518846,0.17566309911586783,0.15879478827361562,0.1382038157282457,0.13355048859934854,18,2220,2,5205,1151,0.0020939972080037225,0.25825965565379244,0.00023266635644485808,0.6055141926477431,0.1338994881340158,4321,4275,0.5026756630991158,0.4973243369008841,77.37319683573756,66.03257328990229,Média
Afonso Cláudio,ES,22339,24879,2044,1946,4067,4807,4182,3607,4226,0.08215764299208167,0.07821857791711885,0.16347120061095705,0.19321516138108444,0.16809357289280116,0.14498171148358052,0.1698621327223763,5,12565,6,10398,1905,0.00020097270790626632,0.5050444149684473,0.0002411672494875196,0.4179428433618715,0.07657060171228747,12428,12451,0.4995377627718156,0.5004622372281844,89.79058643836167,75.07206881305518,Média
Afonso Cunha,MA,3310,4311,668,491,899,795,559,458,441,0.15495244722802134,0.11389468800742288,0.20853630248202273,0.18441196938065413,0.12966829041985617,0.10623985154256553,0.1022964509394572,1,402,1,3444,463,0.00023196474135931338,0.09324982602644398,0.00023196474135931338,0.7988865692414753,0.1073996752493621,2155,2156,0.49988401762932033,0.5001159823706797,76.78032938993273,66.33704476919509,Média
Afrânio,PE,12012,14670,1586,1574,2791,2773,2326,1705,1915,0.10811179277436946,0.107293796864349,0.19025221540558965,0.18902522154055895,0.1585548738922972,0.11622358554873892,0.1305385139740968,23,6604,7,6299,1737,0.0015678254942058623,0.4501704158145876,0.00047716428084526244,0.42937968643490115,0.11840490797546012,7305,7365,0.49795501022494887,0.5020449897750511,81.88139059304703,68.89236537150647,Média
